Highways_R2005_test3.tif,Type
0.124285,0
0.0779448,0
0.0275769,0
0.0512557,0
0.03319,0
0.118603,0
0.0223301,0
0.112885,0
0.258931,0
0.0103359,0
0.134163,0
0.0676116,0
0.0987583,0
0.00881661,0
0.00965881,0
0.00955785,0
0.0137652,0
0.0129253,0
0.240908,0
0.104658,0
0.0304384,0
0.0155916,0
0.0733442,0
0.21421,0
0.0252221,0
0.0157887,0
0.0883993,0
0.0374879,0
0.00878216,0
0.00877602,0
0.126962,0
0.0507825,0
0.0143122,0
0.0548496,0
0.030161,0
0.0287442,0
0.0147899,0
0.109513,0
0.240659,0
0.245444,0
0.015728,0
0.0360726,0
0.0993179,0
0.146171,0
0.140179,0
0.0685397,0
0.121203,0
0.0553705,0
0.0387982,0
0.0228917,0
0.00280492,0
0.0328916,0
0.213341,0
0.0419527,0
0.00623428,0
0.0014864,0
0.219478,0
0.0695314,0
0.00765171,0
0.0564853,0
0.0371259,0
0.00161247,0
0.0938689,0
0.0744436,0
0.109431,0
0.0401623,0
0.0882829,0
0.0248812,0
0.0826364,0
0.0601942,0
0.118845,0
0.0301833,1
0.168845,0
0.21771,0
0.244424,0
0.0501792,0
0.0531255,0
0.115165,0
0.220488,0
0.077261,0
0.075537,0
0.161717,0
0.111016,0
0.0691323,0
0.211008,0
0.0872748,0
0.0565129,0
0.134747,0
0.165878,0
0.201582,0
0.129633,0
0.066618,0
0.121094,0
0.226332,0
0.240363,0
0.0515444,0
0.120311,0
0.0472639,0
0.129354,1
0.0522556,0
0.0475405,0
0.000328291,0
0.221086,0
0.232133,0
0.00073408,0
0.00251094,0
0.0469015,0
0.241943,0
0.227082,0
0.0218014,0
0.0541035,0
0.101228,0
0.213228,0
0.177308,0
0.0223301,0
0.119928,0
0.0115276,0
0.0638372,0
0,0
0.130575,0
0.105877,0
0.0641626,0
0.0523257,0
0.0259147,0
0.165064,0
0.0247729,0
0.00269218,0
0.0908197,0
0.169297,0
0.088964,0
0.0376337,0
0.0150889,0
0.0346127,0
0.0914298,0
0.0675597,0
0.0569054,0
0.0109922,0
0.00103815,0
0.176192,0
0.118181,0
0.0771862,0
0.0528549,0
0.00123382,0
0.00368871,0
0.0805133,0
0.0309685,0
0.0191065,1
0.196852,0
0.0656534,0
0.0844978,0
0.137927,0
0.0755558,0
0.0707085,0
0.0103412,0
0.0822907,1
0.0546239,0
0.0786628,1
0.149398,0
0.00972345,0
0.0238279,0
0.185103,0
0.0294663,0
0.074143,1
0.0495387,0
0.0534751,0
0.0270103,0
0.0918334,1
0.00713419,0
0.0432703,0
0.0107968,0
0.0149818,0
0.150715,0
0.0274484,0
0.0171278,0
0.0488177,0
0.0232374,0
0.101857,0
0.0453364,0
0.00808322,0
0.000232137,0
0.0439905,0
0.0493029,0
0.0394176,0
0.145525,0
0.00634247,0
0.130139,0
0.0368271,0
0.0158249,0
0.0214202,0
0.0658361,0
0.095814,0
0.139045,0
0.0375984,0
0.0450034,0
0.0310727,0
0.0125665,0
0.0610772,0
0.127833,0
0.152804,0
0.0734623,0
0.0043008,1
0.00302669,0
0.0971492,0
0.0661065,0
0.0079335,1
0.0101346,0
0.0184563,0
0.0185437,0
0.103037,0
0.0256088,1
0.00643734,0
0.021224,0
0.0794029,0
0.0217655,0
0.144897,0
0.127069,0
0.0810177,0
0.131691,0
0.150056,0
0.109905,0
0.115195,0
0.149867,0
0.136936,0
0.0220862,0
0.0357825,0
0.0987392,0
0.108104,0
0.128827,0
0.163573,0
0.0592909,0
0.0426318,1
0.139593,0
0.000232137,0
0.112714,0
0.0559547,0
0.0309293,0
0.124058,0
0.0259464,0
0.029172,0
0.0176927,0
0.0519925,0
0.0645048,0
0.0762138,0
0.098983,0
0.0155661,0
0.00518294,0
0.151158,0
0.133876,0
0.0450638,1
0.0564208,0
0.114621,0
0.071925,0
0.0153675,0
0.0552949,0
0.059961,0
0.0977806,0
0.16924,0
0.0560413,0
0.0264763,0
0.133197,0
0.089233,0
0.160146,0
0.0952635,0
0.0899739,0
0.0278082,0
0.0398378,0
0.048118,0
0.118756,0
0.0474178,0
0.135218,0
0.0474178,0
0.116186,0
0.0732178,0
0.0998987,0
0.0900931,0
0.0161051,0
0.0249277,0
0.0656713,0
0.0945523,0
0.0931458,0
0.105418,0
0.131207,0
0.137104,0
0.0457927,0
0.00338394,0
0.151135,0
0.151903,0
0.0404066,0
0.0133766,0
0.102837,0
0.0853061,0
0.104591,0
0.063881,0
0.0969621,0
0.1096,0
0.0897809,0
0.141354,0
0.141354,0
0.0825781,0
0.0614864,0
0.106879,1
0.0741897,0
0.161012,0
0.134598,0
0.16071,0
0.0500869,0
0.000348205,0
0.0950191,0
0.0320079,0
0.083234,0
0.0665978,0
0.0707215,0
0.131257,0
0.119421,0
0.177405,0
0.0614361,0
0.0159572,0
0.0556742,0
0.00483045,0
0.106791,1
0.0975253,1
0.125977,0
0.0224336,0
0.094403,0
0.0951843,1
0.02051,0
0.20009,0
0.17039,0
0.104173,0
0.0600338,0
0.0819657,0
0.0931566,1
0.0583675,0
0.0313775,0
0.0283097,0
0.0499802,0
0.167361,0
0.191391,0
0.213763,0
0.159035,0
0.0454647,0
0.0957662,0
0.109696,0
0.111481,0
0.027466,0
0.0505698,0
0.0870185,1
0.0950685,0
0.0980169,0
0.219908,0
0.00488177,0
0.0364567,1
0.0994323,0
0.0789074,0
0.00267964,1
0.00881661,1
0.0307213,0
0.0359746,0
0.0341795,1
0.167903,0
0.194914,0
0.0167818,0
0.0553851,1
0.137658,0
0.078864,0
0.0204629,0
0.181061,0
0.0378219,0
0.0859164,0
0.0768643,0
0.025535,1
0.202713,0
0.0481918,0
0.0575692,0
0.0804032,0
0.101569,0
0.0625127,0
0.0804631,0
0.0645093,0
0.0157891,0
0.0404161,0
0.0720241,0
0.0516755,1
0.0205228,1
0.0542236,0
0.0186361,0
0.0435782,0
0.114095,1
0.00444255,1
0.012354,1
0.0136117,0
0.0545074,0
0.143582,0
0.213121,0
0.00901455,0
0.0295799,0
0.0490354,0
0.0539668,0
0.0189188,1
0.0486708,0
0.0138433,1
0.0683556,0
0.0146306,0
0.0267645,0
0.0888392,0
0.0838579,0
0.0483057,0
0.0247617,0
0.126189,0
0.0472151,0
0.0186072,0
0.192451,0
0.0660428,0
0.0760247,0
0.0860066,0
0.0904887,0
0.0694159,0
0.123799,0
0.041076,0
0.032752,0
0.00772704,0
0.0875623,0
0.155069,0
0.0365702,1
0.0197657,0
0.0535286,0
0.00350903,0
0.161236,0
0.0900346,0
0.0136013,0
0.0546509,0
0.0297755,0
0.0438928,0
0.0617035,0
0.0516795,0
0.0107694,0
0.125461,0
0.1279,0
0.00216833,0
0.141494,0
0.133197,0
0.0403265,0
0.0633789,0
0.104107,0
0.0609483,0
0.136212,0
0.168906,0
0.111969,0
0.0642733,0
0.00478562,0
0.00083698,0
0.0840464,0
0.0704879,0
0.0663385,0
0.00513987,0
0.0595503,0
0.1351,0
0.113103,1
0.0447447,0
0.167201,0
0.00279047,0
0.0619714,0
0.0507825,0
0.0187028,0
0.156286,0
0.0541427,0
0.124504,0
0.000625047,0
0.129148,0
0.118511,0
0.0871612,0
0.101791,0
0.0117916,1
0.00462092,0
0.0666464,0
0.164735,0
0.0880788,0
0.121092,0
0.0893181,0
0.184023,0
0.116181,0
0.133355,0
0.0515992,0
0.00337397,0
0.000519073,0
0.0895699,1
0.108033,0
0.119057,0
0.166001,0
0.185739,0
0.124222,0
0.114317,0
0.0941417,0
0.0461457,0
0.191475,0
0.0148286,1
0,0
0.124683,0
0.0573396,0
0.0344001,0
0.00695635,0
0.0375461,0
0.211889,0
0.0787474,0
0.0600047,0
0.0826912,0
0.0968714,0
0.0842145,0
0.200219,0
0.0351413,0
0.129105,0
0.116422,0
0.00726702,0
0.0291186,0
0.206928,1
0.0887547,0
0.0057098,0
0.13159,0
0.137024,0
0.0470792,0
0.0100665,0
0.0668557,0
0.0881924,0
0.118021,0
0.00711149,0
0.134011,0
0.0340982,0
0.0760622,0
0.0243566,0
0.00504463,1
0.104056,0
0.0918904,0
0.176561,0
0.0668389,0
0.0998264,0
0.100525,0
0.00577666,0
0.0950981,0
0.103783,0
0.0341882,0
0.0527437,0
0.00851343,0
0.0973082,0
0.00459167,0
0.122022,0
0.0545022,1
0.00517644,0
0.0175013,0
0.134303,1
0.0506169,0
0.0193566,0
0.108277,0
0.0742157,0
0.0120828,0
0.0484454,0
0.0902116,0
0.044956,1
0.00900932,0
0.0448109,1
0.0744584,0
0.0464195,0
0.0388482,0
0.0733009,0
0.0693596,0
0.105355,0
0.10417,0
0.00711433,0
0.0578847,0
0.000348205,0
0.0469652,0
0.118882,0
0.0595981,0
0.0445238,0
0.0789262,0
0.0975925,0
0.0370461,0
0.0214604,0
0.0717986,0
0.0805818,0
0.0448144,0
0.0734554,0
0.0154598,0
0.0867911,0
0.0918489,0
0.0434737,0
0.0747483,0
0.0325807,0
0.0578248,0
0.0360748,0
0.0599939,0
0.02688,1
0.0611323,0
0.0607597,0
0.103243,0
0.0417,0
0.0317266,0
0.000906522,0
0.0219642,0
0.00826044,0
0.022085,1
0.0246945,0
0.0114338,0
0.0153509,0
0.0504161,0
0.0492534,0
0.00642058,0
0.0550738,0
0.112682,1
0.0773151,0
0.0179636,0
0.0489375,0
0.00193176,0
0.0017755,0
0.0531904,0
0.0628701,0
0.0100786,0
0.101247,0
0.0810369,0
0.0407585,0
0.0482153,0
0.0980433,0
0.0836005,0
0.0335182,0
0.0572414,0
0.00459607,0
0.0791182,0
0.0221353,0
0.133925,0
0.0665536,1
0.0504078,0
0.0342598,0
0.0316443,0
0.046324,0
0.031927,0
0.117142,0
0.0261877,0
0.0139712,0
0.0545706,0
0.0465179,0
0.0194441,1
0.00857492,0
0.0139461,0
0.0407292,0
0.111383,0
0.04333,0
0.139088,0
0.116022,0
0.026196,0
0.0597498,0
0.161436,0
0.15719,1
0.14965,0
0.129756,0
0.0160837,0
0.128947,0
0.0631106,0
0.00852055,1
0.143845,0
0.164934,0
0.0693099,0
0.0343162,0
0.147498,0
0.112664,0
0.000820727,0
0.0237543,0
0.00270715,0
0.14708,0
0.114534,0
0.0814176,0
0.0391689,0
0.025589,0
0.0896919,0
0.06688,0
0.00835772,1
0.0441133,1
0.0498279,0
0.0605811,0
0.0712688,0
0.0409747,0
0.0052948,0
0.0217308,0
0.0369077,0
0.00641008,0
0.0257227,0
0.0289092,0
0.10447,0
0.0733952,1
0.0342006,0
0.00596934,0
0.00311876,1
0.0620718,0
0.0193096,0
0.0137652,0
0.135142,0
0.0089199,0
0.00728554,0
0.00334188,0
0.0427979,0
0.0976159,0
0.092391,0
0.0920228,0
0.0620236,0
0.133826,0
0.0120426,0
0.0873855,0
0.0674708,0
0.0558033,0
0.198439,0
0.0718863,0
0.170659,0
0.0886757,0
0.142993,0
0.0975488,0
0.209524,0
0.155714,0
0.00364277,0
0.0396303,0
0.00493529,0
0.0832034,0
0.22315,0
0.0211868,0
0.181156,0
0.00623968,0
0.0349552,0
0.136556,0
0.0332444,0
0.0340769,0
0.103273,0
0.236004,0
0.0269243,0
0.0272501,0
0.128143,0
0.0233713,0
0.0490366,0
0.115557,0
0.0278547,0
0.0225152,0
0.0242082,0
0.112844,0
0.0617375,1
0.12386,0
0.142234,0
0.0378906,0
0.0261617,0
0.0426981,0
0.0551462,0
0.0190578,0
0.0226901,0
0.0216202,0
0.00747267,0
0.120071,0
0.10549,0
0.0303658,0
0.0803622,0
0.218882,0
0.231728,0
0.0110655,0
0.00419294,0
0.125704,0
0.0541621,0
0.0698129,0
0.088713,0
0.0572377,0
0.862204,0
0,0
0.21428,0
0.168838,0
0.0152027,0
0.0007432,0
0.121305,0
0.0809202,0
0.0309493,0
0.801706,0
0.19026,0
0.151577,0
0.113311,0
0.00984872,0
0.0934003,0
0.249917,0
0.109433,0
0.130103,0
0.0631306,0
0.202375,0
0.0617363,0
0.852548,0
0.0698327,0
0.131592,1
0.0557105,0
0.132814,0
0.0146541,0
0.043236,0
0.0588695,0
0.0297518,0
0.113218,0
0.2105,0
0.198984,0
0.190379,1
0.835224,0
0.11781,0
0.0101086,0
0.848012,0
0.0774116,0
0.138404,0
0.635496,0
0.0428872,0
0.111807,0
0.182348,0
0.0631869,0
0.11452,0
0.0606189,1
0.856832,0
0.598015,0
0.00249209,1
0.139465,0
0.0508624,0
0.816919,0
0.805491,0
0.186245,0
0.0747988,0
0.0345605,0
0.109698,0
0.219183,1
0.413929,0
0.215372,0
0.213122,0
0.11675,0
0.0796923,0
0.0282807,0
0.0283192,0
0.154071,0
0.887828,0
0.843297,0
0.0531107,0
0.0203053,0
0.0125836,0
0.824079,0
0.816818,0
0.645102,0
0.00196974,0
0.14939,1
0.158265,1
0.159614,0
0.154128,0
0.756541,0
0.169027,0
0.0665682,0
0.19356,1
0.0111214,0
0.0536738,0
0.866026,0
0.0782092,0
0.0456938,0
0.0418703,0
0.802529,0
0.418511,0
0.0573989,0
0.800349,0
0.0474004,0
0.0451392,0
0.0161702,0
0.0111914,0
0.234103,0
0.0627328,0
0.480771,0
0.196804,0
0.0186524,0
0.0676296,0
0.0489222,0
0.15948,0
0.520431,0
0.153376,0
0.0143569,0
0.766505,0
0.504087,0
0.371326,0
0.112672,0
0.0450707,0
0.065989,0
0.0389666,0
0.144589,0
0.149694,0
0.165056,0
0.0267879,0
0.0577421,1
0.694715,0
0.147986,0
0.00462092,0
0.016975,0
0.786865,0
0.0825114,0
0.223541,0
0.0539716,0
0.208234,0
0.0559494,0
0.213443,0
0.284258,0
0.809817,0
0.791385,0
0.777278,0
0.769879,0
0.100802,0
0.0228666,0
0.00343727,0
0.0695645,0
0.810325,0
0.794354,0
0.334559,0
0.211883,0
0.0923035,1
0.0100007,0
0.0117922,0
0.00706016,0
0.735443,0
0.00480528,0
0.211883,0
0.202873,0
0.187783,0
0.281162,0
0.692472,0
0.422006,0
0.118048,0
0.123907,0
0.0493787,0
0.231102,1
0.0436048,0
0.712319,0
0.557018,0
0.491338,0
0.410025,0
0.22315,0
0.231102,1
0.443604,1
0.174011,0
0.177398,1
0.731713,0
0.0606238,1
0.00357558,0
0.0152103,1
0.178904,0
0.330737,1
0.170039,1
0.00291098,0
0.466759,1
0.45489,1
0.200678,0
0.102237,0
0.152929,0
0.190091,1
0.100406,0
0.150484,0
0.120394,1
0.0017679,0
0.782249,0
0.293545,0
0.0424964,1
0.0218582,0
0.506241,0
0.489684,0
0.0757536,0
0.0309099,0
0.773265,0
0.707956,0
0.448586,1
0.153439,0
0.0425838,0
0.770538,0
0.423079,0
0.0120426,0
0.114498,0
0.709733,0
0.174919,1
0.0658037,0
0.0150195,1
0.098414,0
0.716698,0
0.0157139,0
0.0127596,0
0.460742,0
0.123572,0
0.112708,0
0.133718,0
0.192828,1
0.691731,0
0.144983,0
0.0811512,0
0.180122,0
0.00899211,0
0.0925708,0
0.145936,1
0.0573345,0
0.0125101,0
0.130257,0
0.700026,0
0.567232,0
0.314415,0
0.0333542,0
0.629161,0
0.558097,0
0.0620081,0
0.205128,0
0.273829,0
0.704406,0
0.701979,0
0.170038,0
0.292369,0
0.0459509,0
0.0122423,0
0.174992,1
0.0911562,0
0.261609,1
0.0901043,0
0.402568,0
0.253249,0
0.25166,0
0.179329,0
0.0130699,0
0.00103815,0
0.0204442,0
0.130913,0
0.0829545,0
0.140452,0
0.18362,0
0.175527,0
0.0340952,0
0.00524495,0
0.00581385,0
0.0431612,0
0.800446,0
0.684783,0
0.467415,0
0.0600019,0
0.116843,0
0.10497,0
0.121648,0
0.153128,0
0.254561,1
0.144878,1
0.753664,0
0.692835,0
0.423991,1
0.0821193,0
0.13577,0
0.00504463,0
0.000580341,0
0.181468,1
0.0740268,0
0.00981103,0
0.000991688,0
0.107968,0
0.781907,0
0.34665,0
0.050447,0
0.254888,1
0.0818508,0
0.0222503,0
0.0189035,0
0.0443381,0
0.158243,0
0.0378577,0
0.0371582,0
0.172325,1
0.0125252,0
0.0273118,0
0.634086,0
0.603573,0
0.109461,0
0.154045,0
0.0260182,0
0.0424642,0
0.623351,0
0.150773,0
0.11069,0
0.0823094,0
0.502481,0
0.502481,0
0.146823,0
0.0341574,1
0.10488,0
0.167813,0
0.0536331,0
0.630242,0
0.337727,0
0.0911178,0
0.147407,0
0.16151,0
0.0568656,0
0.19605,0
0.0017679,0
0.0143817,0
0.1972,0
0.197075,1
0.0319626,0
0.000259537,0
0.507216,0
0.101393,0
0.145389,0
0.0702366,0
0.0691004,0
0.0561943,0
0.11607,0
0.0378228,0
0.656715,0
0.126767,0
0.0688214,0
0.245476,1
0.0126807,0
0.112208,0
0.211703,1
0.191743,1
0.00759516,1
0.072879,0
0.693702,0
0.645285,0
0.0842486,0
0.0129799,0
0.121266,0
0.0182799,0
0.00782493,0
0.736045,0
0.0888502,0
0.0551495,0
0.0516785,0
0.124309,0
0.0317412,0
0.015157,0
0.638699,0
0.34886,1
0.0130514,0
0.0257454,0
0.000348205,0
0.058913,0
0.0597148,0
0.0875684,0
0.00655041,0
0.741524,0
0.0472091,0
0.0175911,0
0.0135621,0
0.130413,0
0.0819767,0
0.037026,0
0.0754359,0
0.041702,0
0.0374251,0
0.586355,0
0.10312,0
0.111171,1
0.153926,0
0.00299537,0
0.00299537,0
0.000464273,0
0.017816,0
0.732665,0
0.728842,0
0.0134504,0
0.0150571,0
0.187794,1
0.096262,0
0.175901,0
0.0947128,0
0.176104,1
0.0023502,1
0.803072,0
0.788062,0
0.446472,0
0.0305526,1
0.0132872,0
0.127539,0
0.000492436,0
0.787132,0
0.279073,0
0.0641685,0
0.0892789,0
0.0257164,0
0.0410332,0
0.0527437,0
0.181035,1
0.0217943,1
0,0
0.013214,1
0.0843627,0
0.784667,0
0.356875,0
0.151046,0
0.0650418,0
0.187687,0
0.00872599,0
0.785596,0
0.423413,0
0.174558,0
0.0776801,0
0.0749809,0
0.0114037,0
0.0167428,0
0.00254822,0
0.155755,0
0.00332572,1
0.782668,0
0.0497967,0
0.0749801,0
0.0590798,0
0.0104236,0
0.0182467,0
0.0996583,0
0.776543,0
0.765287,0
0.0542183,0
0.0492534,0
0.0651557,0
0.0652201,0
0.0543027,0
0.0423229,0
0.0306952,0
0.0676463,0
0.372796,0
0.368907,0
0.359284,0
0.342199,0
0.045643,0
0.0554578,0
0.0585317,0
0.0529762,0
0.11408,0
0.0039972,0
0.000957123,0
0.102195,0
0.0786413,0
0.0333166,0
0.0316188,0
0.0481767,1
0.0393346,1
0.00325819,0
0.00304665,0
0.102195,0
0.0585002,0
0.058398,0
0.0098658,0
0.00531512,0
0.0613127,0
0.769562,0
0.0461129,0
0.0562112,0
0.328592,0
0.0436146,0
0.0280669,0
0.0208697,0
0.00415583,1
0.0546606,0
0.0818557,0
0.0286952,0
0.162725,0
0.588989,0
0.0271245,0
0.0362639,0
0.0867658,0
0.04962,0
0.0350958,0
0.0243583,0
0.0356074,0
0.0248429,0
0.783737,0
0.36696,0
0.337834,0
0.262039,0
0.218613,0
0.0300834,0
0.173824,0
0.769002,0
0.751394,0
0.574003,0
0.327494,0
0.792235,0
0.770748,0
0.74861,0
0.0152862,0
0.0285389,0
0.0171156,0
0.0316373,0
0.00915984,0
0.00893801,0
0.0985595,0
0.0706414,0
0.0290704,0
0.0792573,0
0.0292842,0
0.0329464,0
0.71887,0
0.700074,0
0.439716,1
0.0564489,1
0,0
0.0119657,0
0.780866,0
0.708719,0
0.704901,0
0.701151,0
0.00747537,0
0.0913531,0
0.496813,0
0.0190706,0
0.00712663,0
0.658462,0
0.407402,0
0.00887751,0
0.00862739,0
0.0276333,0
0.0893073,0
0.0549096,0
0.00943871,0
0.0147735,0
0.016329,0
0.655944,0
0.637461,0
0.37393,0
0.365267,0
0.0127833,0
0.0733009,0
0.0843419,0
0.0330976,0
0.773176,0
0.664482,0
0.272595,0
0.000676788,0
0.0332936,0
0.00567786,0
0.378873,0
0.00623968,0
0.749935,0
0.00259537,0
0.578682,0
0.174056,0
0.0423096,0
0.122884,0
0.0271232,0
0.00833836,0
0.115833,0
0.011991,0
0.0205912,0
0.00780769,0
0.0328701,0
0.0627164,0
0.0146172,0
0.0128459,0
0.000328291,0
0.0323704,0
0.0563018,0
0.0156928,0
0.00155722,0
0.0240891,0
0.0179726,0
0.457244,0
0.184075,0
0.0161664,0
0.0404161,0
0.0101532,0
0.72597,0
0.6648,0
0.567499,0
0.418178,0
0.177697,0
0.0188263,0
0.00325198,0
0.0128375,0
0.0255943,0
0.02578,0
0.123394,0
0.108371,0
0.0114931,0
0.0190949,0
0.0654441,0
0.00872058,0
0.0100498,0
0.00608114,0
0.712393,0
0.617892,0
0.615741,0
0.0169638,0
0.0114931,0
0.140889,0
0.122445,0
0.00295462,0
0.0381612,0
0.00876757,0
0.668922,0
0.589232,0
0.17963,0
0.0379928,0
0.0404344,0
0.0234216,0
0.013777,0
0.0278624,0
0.0733596,0
0.634092,0
0.492835,0
0.399062,0
0.224139,0
0.0229158,0
0.0213414,0
0.0232797,0
0.12668,0
0.07176,0
0.0745438,0
0.0634507,0
0.626802,0
0.23569,0
0.0451082,0
0.0467535,0
0.0235881,0
0.0127807,0
0.186228,0
0.0441771,0
0.110972,0
0.568115,0
0.0531304,0
0.0557206,0
0.0968861,0
0.613881,0
0.0407135,0
0.0377952,0
0.0375236,0
0.0199519,0
0.00850076,0
0.0878412,0
0.0376183,0
0.733859,0
0.525846,0
0.444428,0
0.142842,0
0.617844,0
0.546579,0
0.000656581,0
0.383839,1
0.0260433,0
0.0117848,0
0.530874,0
0.343561,0
0.0126392,0
0.0485233,0
0.16153,0
0.120285,0
0.0681363,0
0.723432,0
0.546314,0
0.442521,0
0.394572,1
0.302237,0
0.302237,0
0.109375,0
0.064947,0
0.716061,0
0.56802,0
0.50385,0
0.396616,1
0.00602214,0
0.0709838,0
0.12237,0
0.0304537,0
0.56802,0
0.505534,0
0.0747094,0
0.0483442,0
0.138951,0
0.594088,0
0.487812,0
0.00218997,0
0.0336598,0
0.0280688,0
0.0372832,0
0.278704,0
0.0814156,0
0.0594611,0
0.663477,0
0.366501,0
0.0365379,0
0.0888271,0
0.090154,0
0.143698,0
0.00155722,0
0.470478,0
0.0283608,0
0.00376641,0
0.0609897,0
0.0939003,0
0.073381,0
0.663961,0
0.121351,0
0.0415271,0
0.09709,0
0.0964338,0
0.00484298,0
0.0347517,0
0.0371863,0
0.160087,0
0.060295,0
0.0963702,0
0.059013,0
0.0281797,0
0.663484,0
0.103182,0
0.0307583,0
0.0227982,0
0.0298629,0
0.00790373,0
0.0701523,0
0.0660086,0
0.0273628,0
0.2682,1
0.0397247,0
0.026043,0
0.116065,0
0.125482,0
0.114894,0
0.0829584,0
0.667485,0
0.536019,0
0.51865,0
0.0142315,0
0.0579139,0
0.0206148,0
0.0785796,0
0.119581,0
0.0274945,0
0.0737612,0
