wh_df_dem.tif,wh_df_pre.tif,wh_df_slope.tif,wh_df_tem.tif,Type
0.244373,0.268571,0.0428927,0.583851,0
0.26045,0.32,0.166893,0.546584,0
0.231511,0.514286,0.101501,0.534161,0
0.209003,0.371429,0.0237975,0.645962,0
0.221865,0.485714,0.093941,0.652174,0
0.21865,0.331429,0.0252408,0.478261,0
0.205788,0.331429,0.034687,0.515528,0
0.205788,0.371429,0.112658,0.571428,0
0.212219,0.371429,0.0420602,0.645962,0
0.215434,0.348571,0.0797438,0.639751,0
0.221865,0.542857,0.0490452,0.658385,0
0.221865,0.314286,0.101154,0.496894,0
0.209003,0.428571,0.0420602,0.540372,0
0.215434,0.28,0.0877392,0.552795,0
0.228296,0.274286,0.0188143,0.42236,0
0.244373,0.262857,0.0303343,0.52795,0
0.237942,0.268571,0.0266059,0.583851,0
0.244373,0.531429,0.0531932,0.57764,0
0.228296,0.531429,0.0538534,0.57764,0
0.231511,0.171429,0.0656729,0.378882,0
0.241158,0.48,0.0303343,0.552795,0
0.221865,0.125714,0.0336517,0.534161,0
0.212219,0.28,0.0957959,0.552795,0
0.237942,0.262857,0.0475819,0.509316,0
0.212219,0.32,0.0336517,0.546584,0
0.279743,0.451429,0.241686,0.484472,0
0.199357,0.411429,0.0677888,0.627329,0
0.21865,0.388571,0.107554,0.645962,0
0.21865,0.331429,0.0336517,0.478261,0
0.257235,0.64,0.230111,0.515528,0
0.196141,0.342857,0.0775015,0.571428,0
0.215434,0.531429,0.114205,0.57764,0
0.209003,0.388571,0.0693331,0.645962,0
0.228296,0.274286,0.059465,0.42236,0
0.231511,0.32,0.0356922,0.459627,0
0.21865,0.342857,0.0188143,0.484472,0
0.212219,0.331429,0.0428927,0.478261,0
0.212219,0.348571,0.059465,0.546584,0
0.209003,0.348571,0.0336517,0.546584,0
0.209003,0.371429,0.034687,0.571428,0
0.21865,0.28,0.0356922,0.552795,0
0.21865,0.32,0.0511614,0.546584,0
0.215434,0.314286,0.0844659,0.496894,0
0.202572,0.348571,0.037622,0.546584,0
0.231511,0.308571,0.110454,0.540372,0
0.234727,0.125714,0.0793005,0.534161,0
0.212219,0.2,0.112658,0.540372,0
0.209003,0.2,0.0336517,0.540372,0
0.21865,0.388571,0.0303343,0.645962,0
0.221865,0.485714,0.059465,0.652174,0
0.215434,0.331429,0.0538534,0.478261,0
0.212219,0.314286,0.0168282,0.496894,0
0.205788,0.331429,0.0452982,0.515528,0
0.212219,0.348571,0.059465,0.546584,0
0.209003,0.348571,0.0564167,0.546584,0
0.221865,0.262857,0.0336517,0.52795,0
0.21865,0.262857,0.0118996,0.509316,0
0.276527,0.491429,0.0905054,0.47826,0
0.209003,0.388571,0.0693331,0.645962,0
0.209003,0.388571,0.034687,0.645962,0
0.22508,0.314286,0.0252408,0.472049,0
0.221865,0.342857,0.0336517,0.465838,0
0.22508,0.314286,0.058868,0.503105,0
0.199357,0.342857,0.0452982,0.571428,0
0.221865,0.531429,0.142815,0.57764,0
0.228296,0.274286,0.034687,0.42236,0
0.212219,0.314286,0.0188143,0.496894,0
0.22508,0.44,0.0420602,0.546583,0
0.21865,0.308571,0,0.540372,0
0.221865,0.28,0.059465,0.552795,0
0.212219,0.371429,0.0538534,0.645962,0
0.21865,0.348571,0.0188143,0.639751,0
0.22508,0.388571,0.0428927,0.645962,0
0.199357,0.485714,0.0840476,0.652174,0
0.254019,0.228571,0.059465,0.42236,0
0.231511,0.274286,0.0420602,0.42236,0
0.215434,0.314286,0.0266059,0.496894,0
0.215434,0.325714,0,0.521739,0
0.231511,0.131429,0.0266059,0.534161,0
0.237942,0.28,0.0336517,0.552795,0
0.22508,0.297143,0.0893305,0.540372,0
0.241158,0.497143,0.058868,0.515528,0
0.21865,0.325714,0.0606412,0.590062,0
0.209003,0.542857,0.0640398,0.658385,0
0.241158,0.262857,0.0905054,0.52795,0
0.22508,0.211429,0.0723222,0.521739,0
0.231511,0.451429,0.116938,0.484472,0
0.209003,0.348571,0.00841439,0.639751,0
0.215434,0.542857,0.037622,0.658385,0
0.212219,0.542857,0.0420602,0.658385,0
0.221865,0.331429,0,0.478261,0
0.22508,0.605714,0.0905054,0.546584,0
0.22508,0.445714,0.058868,0.645963,0
0.21865,0.348571,0.059465,0.639751,0
0.215434,0.348571,0.0538534,0.639751,0
0.22508,0.542857,0.0677888,0.658385,0
0.241158,0.342857,0.109496,0.484472,0
0.215434,0.314286,0.0452982,0.503105,0
0.221865,0.131429,0.0420602,0.534161,0
0.21865,0.325714,0.037622,0.590062,0
0.212219,0.268571,0.0844659,0.583851,0
0.221865,0.371429,0.0475819,0.645962,0
0.241158,0.388571,0.154097,0.645962,0
0.234727,0.274286,0.0538534,0.42236,0
0.209003,0.314286,0.190737,0.503105,0
0.22508,0.125714,0.109496,0.534161,0
0.22508,0.125714,0.0511614,0.534161,0
0.22508,0.342857,0.168345,0.571428,0
0.22508,0.371429,0.037622,0.645962,0
0.21865,0.52,0.0677888,0.63354,0
0.237942,0.24,0.0564167,0.440993,0
0.228296,0.342857,0.0266059,0.484472,0
0.215434,0.331429,0.037622,0.478261,0
0.212219,0.182857,0.034687,0.521739,0
0.228296,0.182857,0.0511614,0.521739,0
0.228296,0.388571,0.0840476,0.515528,0
0.231511,0.411429,0.034687,0.627329,0
0.212219,0.577143,0.0877392,0.645962,0
0.228296,0.302857,0,0.447205,0
0.234727,0.131429,0.0640398,0.534161,0
0.228296,0.194286,0.0428927,0.540372,0
0.21865,0.268571,0.0564167,0.583851,0
0.270096,0.497143,0.128097,0.484472,0
0.221865,0.411429,0.152962,0.627329,0
0.237942,0.165714,0.0237975,0.391304,0
0.231511,0.342857,0.0118996,0.465838,0
0.212219,0.331429,0.0420602,0.515528,0
0.205788,0.348571,0.00841439,0.546584,0
0.212219,0.428571,0.0336517,0.540372,0
0.231511,0.342857,0.0718327,0.571428,0
0.215434,0.445714,0.037622,0.645963,0
0.215434,0.337143,0.0237975,0.664596,0
0.21865,0.514286,0.216772,0.652174,0
0.228296,0.342857,0.0531932,0.484472,0
0.22508,0.342857,0.034687,0.465838,0
0.212219,0.325714,0.0672661,0.521739,0
0.212219,0.371429,0.0908936,0.571428,0
0.205788,0.308571,0.149969,0.540372,0
0.244373,0.194286,0.0490452,0.540372,0
0.21865,0.405714,0.110454,0.496894,0
0.22508,0.325714,0.0356922,0.590062,0
0.221865,0.268571,0.0188143,0.583851,0
0.212219,0.32,0,0.546584,0
0.212219,0.32,0,0.546584,0
0.221865,0.428571,0.0428927,0.639751,0
0.234727,0.228571,0.0356922,0.42236,0
0.22508,0.314286,0.0793005,0.503105,0
0.21865,0.325714,0.0188143,0.521739,0
0.228296,0.12,0.160084,0.52795,0
0.234727,0.268571,0.106899,0.515528,0
0.21865,0.2,0.058868,0.503105,0
0.228296,0.377143,0.0656729,0.583851,0
0.212219,0.268571,0.059465,0.583851,0
0.209003,0.388571,0.0452982,0.515528,0
0.21865,0.342857,0.0266059,0.645962,0
0.21865,0.194286,0.0511614,0.42236,0
0.21865,0.314286,0.0118996,0.496894,0
0.231511,0.12,0.0266059,0.52795,0
0.228296,0.194286,0.0504659,0.540372,0
0.231511,0.662857,0.059465,0.546584,0
0.237942,0.4,0.12589,0.52795,0
0.228296,0.211429,0.037622,0.521739,0
0.22508,0.12,0.034687,0.52795,0
0.212219,0.32,0,0.546584,0
0.228296,0.571429,0.0775015,0.565217,0
0.209003,0.314286,0.0531932,0.503105,0
0.22508,0.211429,0.0420602,0.521739,0
0.221865,0.12,0.161814,0.52795,0
0.215434,0.2,0.0168282,0.503105,0
0.215434,0.377143,0.0827802,0.583851,0
0.196141,0.428571,0.117537,0.639751,0
0.231511,0.302857,0.0188143,0.447205,0
0.228296,0.342857,0.0237975,0.465838,0
0.212219,0.325714,0.0237975,0.521739,0
0.202572,0.525714,0.0893305,0.590062,0
0.228296,0.131429,0.109175,0.534161,0
0.221865,0.388571,0.0677888,0.515528,0
0.282958,0.451429,0.0303343,0.484472,0
0.215434,0.428571,0.0475819,0.639751,0
0.21865,0.337143,0.0420602,0.664596,0
0.202572,0.577143,0.0797438,0.645962,0
0.21865,0.188571,0.00841439,0.409938,0
0.215434,0.314286,0.0303343,0.503105,0
0.212219,0.4,0.0188143,0.52795,0
0.228296,0.12,0.126998,0.52795,0
0.221865,0.12,0.0656729,0.52795,0
0.202572,0.222857,0.144759,0.52795,0
0.221865,0.211429,0.0252408,0.521739,0
0.231511,0.702857,0.0266059,0.490683,0
0.215434,0.388571,0.184843,0.515528,0
0.228296,0.651429,0.174821,0.509316,0
0.228296,0.571429,0.106239,0.565217,0
0.228296,0.342857,0.102192,0.645962,0
0.22508,0.24,0.0504659,0.440993,0
0.221865,0.331429,0.0237975,0.478261,0
0.21865,0.12,0.0538534,0.52795,0
0.209003,0.12,0.0188143,0.52795,0
0.244373,0.497143,0.158993,0.515528,0
0.228296,0.617143,0.290896,0.52795,0
0.21865,0.571429,0.0640398,0.565217,0
0.231511,0.571429,0.117835,0.565217,0
0.212219,0.337143,0.114205,0.664596,0
0.22508,0.342857,0.0237975,0.484472,0
0.209003,0.474286,0.00841439,0.559006,0
0.237942,0.12,0.109496,0.52795,0
0.26045,0.708571,0.127823,0.490683,0
0.221865,0.605714,0.0303343,0.546584,0
0.22508,0.514286,0.0168282,0.583851,0
0.21865,0.342857,0.0336517,0.645962,0
0.215434,0.342857,0.0612208,0.645962,0
0.21865,0.36,0.0420602,0.47205,0
0.212219,0.4,0.0672661,0.52795,0
0.212219,0.417143,0.034687,0.540372,0
0.21865,0.4,0.0640398,0.52795,0
0.22508,0.12,0.0538534,0.52795,0
0.212219,0.268571,0.0303343,0.515528,0
0.21865,0.182857,0.0266059,0.521739,0
0.22508,0.342857,0.0775015,0.571428,0
0.237942,0.617143,0.102535,0.52795,0
0.215434,0.188571,0.0237975,0.409938,0
0.22508,0.314286,0.00841439,0.472049,0
0.228296,0.4,0.037622,0.52795,0
0.237942,0.497143,0.037622,0.515528,0
0.221865,0.542857,0.0857082,0.602484,0
0.231511,0.331429,0.0420602,0.47205,0
0.209003,0.474286,0.0452982,0.559006,0
0.221865,0.211429,0.0420602,0.521739,0
0.237942,0.377143,0.135273,0.590062,0
0.266881,0.748571,0.101154,0.521739,0
0.209003,0.337143,0.0656729,0.664596,0
0.212219,0.342857,0.0118996,0.645962,0
0.205788,0.485714,0.0428927,0.63354,0
0.221865,0.36,0.0118996,0.496894,0
0.212219,0.417143,0.0252408,0.540372,0
0.228296,0.182857,0.0188143,0.521739,0
0.221865,0.377143,0.0420602,0.590062,0
0.212219,0.342857,0.0188143,0.645962,0
0.205788,0.417143,0.0118996,0.540372,0
0.22508,0.542857,0.0893305,0.559006,0
0.228296,0.194286,0.138845,0.540372,0
0.286174,0.64,0,0.484472,0
0.215434,0.428571,0.0538534,0.639751,0
0.215434,0.485714,0.0420602,0.63354,0
0.241158,0.251429,0.037622,0.428571,0
0.221865,0.331429,0.0118996,0.47205,0
0.228296,0.36,0.0511614,0.490683,0
0.22508,0.36,0.0428927,0.490683,0
0.221865,0.377143,0.058868,0.484472,0
0.215434,0.474286,0.0490452,0.559006,0
0.22508,0.268571,0.0252408,0.515527,0
0.228296,0.222857,0.0928101,0.52795,0
0.228296,0.182857,0.0356922,0.521739,0
0.247588,0.702857,0.101154,0.490683,0
0.212219,0.514286,0,0.583851,0
0.241158,0.748571,0.220382,0.521739,0
0.228296,0.662857,0.0656729,0.546584,0
0.215434,0.337143,0.034687,0.664596,0
0.212219,0.342857,0.0531932,0.645962,0
0.209003,0.342857,0.0751919,0.645962,0
0.215434,0.211429,0.0452982,0.416149,0
0.228296,0.331429,0.0420602,0.47205,0
0.221865,0.377143,0.0237975,0.484472,0
0.215434,0.417143,0.0420602,0.540372,0
0.21865,0.268571,0.0428927,0.515527,0
0.205788,0.268571,0.0844659,0.515528,0
0.250804,0.748571,0.0356922,0.521739,0
0.212219,0.342857,0.0168282,0.645962,0
0.221865,0.554286,0.0188143,0.652174,0
0.228296,0.285714,0.00841439,0.490683,0
0.228296,0.36,0.0266059,0.490683,0
0.212219,0.365714,0.0511614,0.515528,0
0.212219,0.474286,0.0420602,0.559006,0
0.215434,0.302857,0.151127,0.577639,0
0.21865,0.314286,0.034687,0.621118,0
0.26045,0.748571,0.0656729,0.521739,0
0.212219,0.485714,0.0865264,0.63354,0
0.231511,0.291429,0.0336517,0.496894,0
0.22508,0.365714,0.0531932,0.515528,0
0.209003,0.417143,0.0336517,0.540372,0
0.22508,0.194286,0.0266059,0.540372,0
0.209003,0.194286,0.0490452,0.540372,0
0.215434,0.262857,0.0677888,0.621118,0
0.202572,0.377143,0.059465,0.590062,0
0.21865,0.342857,0.0303343,0.645962,0
0.21865,0.474286,0.0303343,0.559006,0
0.228296,0.12,0.0877392,0.52795,0
0.212219,0.514286,0,0.583851,0
0.21865,0.617143,0.0490452,0.52795,0
0.221865,0.485714,0.0640398,0.63354,0
0.231511,0.377143,0.0452982,0.484472,0
0.22508,0.377143,0.0928101,0.484472,0
0.221865,0.514286,0.100806,0.583851,0
0.215434,0.617143,0.0564167,0.52795,0
0.209003,0.365714,0.0252408,0.515528,0
0.215434,0.12,0.0420602,0.52795,0
0.221865,0.268571,0.146437,0.515528,0
0.212219,0.514286,0.0237975,0.583851,0
0.209003,0.542857,0.0656729,0.602484,0
0.221865,0.337143,0.101501,0.664596,0
0.212219,0.337143,0.0336517,0.664596,0
0.215434,0.342857,0.0844659,0.645962,0
0.22508,0.205714,0.0336517,0.416149,0
0.234727,0.257143,0.0336517,0.459627,0
0.21865,0.377143,0,0.484472,0
0.21865,0.365714,0.107554,0.515528,0
0.209003,0.4,0.0420602,0.52795,0
0.266881,0.691429,0.126168,0.503105,0
0.228296,0.377143,0.0713398,0.590062,0
0.22508,0.651429,0.0538534,0.509316,0
0.247588,0.651429,0.0693331,0.509316,0
0.215434,0.542857,0.158993,0.602484,0
0.21865,0.554286,0.0168282,0.652174,0
0.21865,0.188571,0.0266059,0.416149,0
0.212219,0.417143,0.059465,0.540372,0
0.212219,0.474286,0.0723222,0.559006,0
0.22508,0.194286,0.0420602,0.540372,0
0.221865,0.222857,0.0118996,0.52795,0
0.228296,0.268571,0.0606412,0.515527,0
0.199357,0.302857,0.161814,0.577639,0
0.212219,0.302857,0.0420602,0.614907,0
0.234727,0.262857,0.154097,0.621118,0
0.209003,0.428571,0.0793005,0.639751,0
0.221865,0.554286,0.0672661,0.652174,0
0.234727,0.291429,0,0.496894,0
0.21865,0.417143,0.0266059,0.540372,0
0.22508,0.194286,0.0656729,0.540372,0
0.22508,0.222857,0.0612208,0.52795,0
0.221865,0.428571,0.059465,0.639751,0
0.21865,0.337143,0.0118996,0.664596,0
0.215434,0.342857,0.0188143,0.645962,0
0.22508,0.554286,0.0266059,0.652174,0
0.22508,0.377143,0.0475819,0.484472,0
0.221865,0.222857,0.034687,0.52795,0
0.237942,0.274286,0.0531932,0.565217,0
0.209003,0.262857,0.037622,0.621118,0
0.22508,0.514286,0.034687,0.583851,0
0.215434,0.428571,0.0118996,0.639751,0
0.221865,0.337143,0.0531932,0.664596,0
0.21865,0.337143,0.0538534,0.664596,0
0.22508,0.24,0.00841439,0.459627,0
0.228296,0.222857,0.0511614,0.52795,0
0.234727,0.542857,0.0564167,0.602484,0
0.221865,0.205714,0.0531932,0.416149,0
0.221865,0.365714,0.0428927,0.515528,0
0.221865,0.474286,0.0252408,0.559006,0
0.237942,0.211429,0.0672661,0.521739,0
0.22508,0.131429,0.0428927,0.534161,0
0.228296,0.194286,0.0266059,0.540372,0
0.21865,0.194286,0.0452982,0.540372,0
0.22508,0.268571,0.059465,0.515527,0
0.209003,0.262857,0.0252408,0.621118,0
0.212219,0.262857,0.0237975,0.621118,0
0.212219,0.262857,0.00841439,0.621118,0
0.212219,0.514286,0,0.583851,0
0.21865,0.514286,0.0452982,0.583851,0
0.221865,0.194286,0.0877392,0.521739,0
0.209003,0.554286,0.0420602,0.621118,0
0.228296,0.36,0.0168282,0.490683,0
0.234727,0.131429,0.0751919,0.534161,0
0.228296,0.148571,0.00841439,0.534161,0
0.22508,0.177143,0.0606412,0.515528,0
0.228296,0.257143,0.0420602,0.459627,0
0.247588,0.291429,0.034687,0.496894,0
0.22508,0.36,0.0168282,0.47205,0
0.215434,0.417143,0.0908936,0.540372,0
0.209003,0.622857,0.0188143,0.515528,0
0.237942,0.617143,0.0640398,0.509317,0
0.270096,0.651429,0.0356922,0.509316,0
0.228296,0.331429,0.0490452,0.47205,0
0.221865,0.331429,0.0237975,0.47205,0
0.221865,0.142857,0.00841439,0.521739,0
0.244373,0.194286,0.0420602,0.509316,0
0.21865,0.262857,0.0303343,0.621118,0
0.21865,0.514286,0.0640398,0.583851,0
0.302251,0.725714,0.0336517,0.484472,0
0.212219,0.411429,0.0452982,0.627329,0
0.215434,0.462857,0.037622,0.639751,0
0.221865,0.36,0.037622,0.47205,0
0.221865,0.142857,0.00841439,0.521739,0
0.231511,0.142857,0.0656729,0.521739,0
0.244373,0.508571,0.121065,0.608695,0
0.221865,0.411429,0.0118996,0.614906,0
0.212219,0.588571,0.0928101,0.639751,0
0.215434,0.525714,0.0428927,0.614907,0
0.209003,0.417143,0.0237975,0.540372,0
0.234727,0.474286,0.0775015,0.559006,0
0.228296,0.251429,0.0564167,0.571428,0
0.241158,0.617143,0.0865264,0.52795,0
0.21865,0.4,0.00841439,0.52795,0
0.221865,0.474286,0.126998,0.559006,0
0.212219,0.417143,0.0303343,0.540372,0
0.212219,0.417143,0.0188143,0.540372,0
0.215434,0.474286,0.00841439,0.559006,0
0.234727,0.142857,0.0538534,0.521739,0
0.21865,0.291429,0.00841439,0.614906,0
0.221865,0.211429,0.0118996,0.521739,0
0.237942,0.16,0.0908936,0.515528,0
0.22508,0.16,0.0303343,0.515528,0
0.237942,0.691429,0.093941,0.515528,0
0.22508,0.691429,0.0656729,0.503105,0
0.221865,0.262857,0.0538534,0.621118,0
0.228296,0.262857,0.0531932,0.621118,0
0.205788,0.377143,0,0.590062,0
0.205788,0.377143,0,0.590062,0
0.228296,0.525714,0.0857082,0.614907,0
0.221865,0.291429,0.201987,0.484472,0
0.228296,0.36,0.0188143,0.47205,0
0.212219,0.411429,0.0606412,0.583851,0
0.22508,0.148571,0.0865264,0.534161,0
0.22508,0.177143,0.0303343,0.515528,0
0.231511,0.177143,0.0840476,0.515528,0
0.199357,0.377143,0.302493,0.540372,0
0.244373,0.691429,0,0.515528,0
0.244373,0.508571,0.0761242,0.608695,0
0.21865,0.48,0.0336517,0.546583,0
0.215434,0.525714,0.0751919,0.590062,0
0.21865,0.537143,0.0511614,0.596273,0
0.221865,0.194286,0.0832048,0.509316,0
0.215434,0.302857,0.0452982,0.614907,0
0.282958,0.685714,0.0252408,0.596273,0
0.228296,0.194286,0.00841439,0.521739,0
0.221865,0.24,0.037622,0.521739,0
0.21865,0.588571,0.00841439,0.639751,0
0.228296,0.205714,0.059465,0.416149,0
0.209003,0.411429,0.0718327,0.515528,0
0.205788,0.502857,0,0.627329,0
0.263666,0.662857,0.058868,0.509316,0
0.221865,0.382857,0.0420602,0.503105,0
0.231511,0.177143,0.0266059,0.515528,0
0.273312,0.817143,0.0677888,0.521739,0
0.22508,0.205714,0.0168282,0.42236,0
0.228296,0.171429,0.0538534,0.515528,0
0.22508,0.691429,0.0761242,0.515528,0
0.241158,0.548571,0.110454,0.596273,0
0.215434,0.588571,0.0656729,0.658385,0
0.196141,0.291429,0,0.509317,0
0.221865,0.337143,0.0452982,0.496894,0
0.22508,0.588571,0.0188143,0.658385,0
0.228296,0.531429,0.034687,0.652174,0
0.212219,0.411429,0.0188143,0.515528,0
0.221865,0.525714,0.0718327,0.590062,0
0.22508,0.148571,0.0188143,0.534161,0
0.212219,0.502857,0.0718327,0.627329,0
0.205788,0.525714,0.0677888,0.590062,0
0.221865,0.217143,0.0237975,0.552795,0
0.250804,0.194286,0.0606412,0.509316,0
0.21865,0.245714,0.0775015,0.639751,0
0.215434,0.462857,0.093941,0.639751,0
0.221865,0.462857,0.0420602,0.639751,0
0.212219,0.56,0.034687,0.639751,0
0.22508,0.411429,0.0718327,0.627329,0
0.215434,0.588571,0.0168282,0.658385,0
0.22508,0.48,0.034687,0.546583,0
0.247588,0.685714,0.00841439,0.565217,0
0.231511,0.148571,0.0504659,0.534161,0
0.209003,0.548571,0.058868,0.596273,0
0.250804,0.508571,0.0793005,0.608695,0
0.231511,0.411429,0.0538534,0.627329,0
0.21865,0.251429,0.0266059,0.621118,0
0.250804,0.56,0.0336517,0.583851,0
0.221865,0.525714,0.00841439,0.614907,0
0.231511,0.337143,0.135273,0.496894,0
0.241158,0.411429,0.0656729,0.515528,0
0.22508,0.52,0.0928101,0.552795,0
0.22508,0.154286,0.0266059,0.534161,0
0.212219,0.245714,0.151127,0.58385,0
0.276527,0.788571,0.0640398,0.552795,0
0.202572,0.291429,0.192541,0.509317,0
0.228296,0.331429,0.0511614,0.509316,0
0.21865,0.382857,0.0188143,0.503105,0
0.228296,0.154286,0.0452982,0.534161,0
0.22508,0.245714,0.0188143,0.58385,0
0.21865,0.245714,0.0511614,0.614906,0
0.209003,0.548571,0.059465,0.596273,0
0.221865,0.331429,0.0452982,0.484472,0
0.234727,0.337143,0.0490452,0.496894,0
0.228296,0.211429,0.0538534,0.521739,0
0.234727,0.177143,0.034687,0.515528,0
0.221865,0.48,0.0237975,0.546583,0
0.221865,0.48,0.0237975,0.546583,0
0.212219,0.36,0.0606412,0.639751,0
0.270096,0.411429,0.0857082,0.627329,0
0.21865,0.411429,0.0252408,0.515528,0
0.234727,0.251429,0.037622,0.621118,0
0.221865,0.245714,0.159431,0.639751,0
0.234727,0.56,0.0713398,0.583851,0
0.21865,0.217143,0.0336517,0.552795,0
0.22508,0.177143,0.034687,0.515528,0
0.241158,0.662857,0.0475819,0.509316,0
0.279743,0.737143,0.0504659,0.503105,0
0.26045,0.868571,0.0356922,0.521739,0
0.257235,0.411429,0.146437,0.614906,0
0.215434,0.2,0.00841439,0.428571,0
0.22508,0.48,0.0356922,0.546583,0
0.221865,0.411429,0.0420602,0.583851,0
0.22508,0.177143,0.0266059,0.52795,0
0.234727,0.171429,0.0420602,0.52795,0
0.221865,0.245714,0.0188143,0.614906,0
0.22508,0.548571,0.037622,0.596273,0
0.22508,0.662857,0.058868,0.509316,0
0.247588,0.508571,0.102192,0.608695,0
0.212219,0.2,0.0490452,0.428571,0
0.215434,0.2,0.0266059,0.428571,0
0.21865,0.48,0.0237975,0.546583,0
0.21865,0.525714,0.0490452,0.590062,0
0.22508,0.154286,0,0.534161,0
0.212219,0.251429,0.0266059,0.621118,0
0.221865,0.548571,0.0336517,0.596273,0
0.276527,0.737143,0.0237975,0.503105,0
0.215434,0.6,0.00841439,0.627329,0
0.21865,0.194286,0.0237975,0.403726,0
0.21865,0.382857,0.037622,0.503105,0
0.21865,0.411429,0.0356922,0.515528,0
0.21865,0.411429,0.0188143,0.515528,0
0.21865,0.182857,0.0606412,0.52795,0
0.205788,0.502857,0,0.627329,0
0.231511,0.548571,0.0266059,0.596273,0
0.237942,0.411429,0.0252408,0.614906,0
0.21865,0.531429,0.116638,0.621118,1
0.228296,0.337143,0.0656729,0.496894,0
0.21865,0.48,0.0356922,0.546583,0
0.215434,0.268571,0.0118996,0.627329,0
0.205788,0.36,0.0237975,0.639751,0
0.221865,0.651429,0.0640398,0.627329,0
0.215434,0.537143,0.0252408,0.614907,0
0.228296,0.531429,0.139599,0.621118,0
0.209003,0.2,0.0428927,0.428571,0
0.221865,0.382857,0.0356922,0.503105,0
0.22508,0.382857,0.0168282,0.503105,0
0.231511,0.142857,0.105242,0.559006,0
0.215434,0.257143,0.0979749,0.52795,0
0.21865,0.56,0.0775015,0.583851,0
0.250804,0.662857,0.0844659,0.509316,0
0.212219,0.651429,0,0.627329,0
0.21865,0.52,0.0775015,0.63354,0
0.231511,0.331429,0.0303343,0.509316,0
0.21865,0.411429,0.0266059,0.515528,0
0.221865,0.268571,0.0420602,0.627329,0
0.212219,0.548571,0.0188143,0.596273,0
0.215434,0.457143,0.0452982,0.639751,0
0.21865,0.382857,0.0428927,0.503105,0
0.221865,0.182857,0.0672661,0.52795,0
0.212219,0.245714,0.0336517,0.639751,0
0.205788,0.502857,0,0.627329,0
0.234727,0.605714,0.102192,0.614907,0
0.221865,0.52,0.0252408,0.63354,0
0.231511,0.531429,0.059465,0.621118,0
0.228296,0.36,0.0677888,0.496894,0
0.228296,0.411429,0.0237975,0.515528,0
0.234727,0.4,0.109496,0.583851,0
0.212219,0.142857,0.0266059,0.559006,0
0.22508,0.245714,0.034687,0.614906,0
0.22508,0.268571,0.059465,0.627329,0
0.237942,0.662857,0.0452982,0.509316,0
0.237942,0.662857,0.0761242,0.509316,0
0.234727,0.228571,0.0237975,0.484472,0
0.250804,0.291429,0.0118996,0.509317,0
0.22508,0.331429,0.0252408,0.509316,0
0.221865,0.411429,0.0723222,0.515528,0
0.221865,0.182857,0.0428927,0.52795,0
0.199357,0.268571,0.219134,0.546583,0
0.228296,0.662857,0.0827802,0.509316,0
0.237942,0.605714,0.0827802,0.614907,0
0.215434,0.531429,0.0656729,0.621118,0
0.22508,0.337143,0.0188143,0.496894,0
0.221865,0.462857,0.0188143,0.540372,0
0.228296,0.177143,0.0266059,0.52795,0
0.228296,0.245714,0.0983333,0.614906,0
0.215434,0.245714,0,0.639751,0
0.21865,0.268571,0.034687,0.627329,0
0.231511,0.485714,0.106899,0.63354,0
0.21865,0.52,0.0168282,0.63354,0
0.221865,0.2,0.0640398,0.428571,0
0.234727,0.428571,0.128097,0.521739,0
0.22508,0.457143,0.0775015,0.521739,0
0.228296,0.211429,0.167724,0.515528,0
0.234727,0.245714,0.101501,0.58385,0
0.209003,0.468571,0.109175,0.627329,0
0.215434,0.468571,0.144759,0.627329,0
0.234727,0.594286,0.102535,0.639751,0
0.21865,0.52,0.0428927,0.63354,0
0.22508,0.531429,0.0266059,0.621118,0
0.237942,0.228571,0.0452982,0.484472,0
0.231511,0.4,0.0237975,0.583851,0
0.22508,0.211429,0.0840476,0.515528,0
0.202572,0.245714,0.0428927,0.639751,0
0.221865,0.651429,0.144759,0.627329,0
0.22508,0.205714,0.034687,0.428571,0
0.234727,0.337143,0.0188143,0.496894,0
0.221865,0.177143,0.0118996,0.52795,0
0.221865,0.182857,0.112658,0.521739,0
0.21865,0.36,0.0452982,0.639751,0
0.254019,0.594286,0.0336517,0.639751,0
0.228296,0.537143,0.0118996,0.614907,0
0.234727,0.228571,0.0237975,0.490683,0
0.234727,0.337143,0.0356922,0.496894,0
0.228296,0.365714,0.0356922,0.503105,0
0.231511,0.171429,0.0531932,0.52795,0
0.241158,0.702857,0.0538534,0.521739,0
0.215434,0.628571,0.0751919,0.503105,0
0.21865,0.268571,0.0827802,0.627329,0
0.254019,0.588571,0.0957959,0.571428,0
0.22508,0.2,0.00841439,0.428571,0
0.234727,0.228571,0.187998,0.490683,0
0.21865,0.251429,0.059465,0.621118,0
0.22508,0.6,0.151127,0.639751,0
0.209003,0.52,0.0606412,0.63354,0
0.215434,0.2,0.034687,0.428571,0
0.221865,0.388571,0.0336517,0.490683,0
0.231511,0.142857,0.0504659,0.559006,0
0.231511,0.36,0.0713398,0.590062,0
0.21865,0.245714,0,0.58385,0
0.212219,0.251429,0.0905054,0.63354,0
0.254019,0.588571,0.0751919,0.571428,0
0.205788,0.52,0.100806,0.63354,0
0.22508,0.314286,0.0303343,0.503105,0
0.231511,0.257143,0.0303343,0.52795,0
0.22508,0.228571,0.160084,0.577639,0
0.212219,0.234286,0.0640398,0.658385,0
0.282958,0.64,0.0266059,0.540372,0
0.22508,0.605714,0.0420602,0.614907,0
