wh_df_dem.tif,wh_df_pre.tif,wh_df_slope.tif,wh_df_tem.tif,Type
0.266881,0.228571,0.0336517,0.490683,0
0.221865,0.371429,0.0266059,0.714285,0
0.228296,0.388571,0.0303343,0.708074,0
0.247588,0.508571,0.101501,0.63354,0
0.231511,0.308571,0.0475819,0.521739,0
0.21865,0.405714,0.0420602,0.677018,0
0.257235,0.274286,0.0656729,0.63354,0
0.215434,0.222857,0.0252408,0.701863,0
0.22508,0.388571,0.0266059,0.708074,0
0.234727,0.331429,0.0538534,0.708074,0
0.350482,0.685714,0.135532,0.521739,0
0.29582,0.617143,0.189282,0.571428,0
0.247588,0.651429,0.102192,0.652174,0
0.318328,0.685714,0.135273,0.590062,0
0.250804,0.148571,0.0504659,0.503105,0
0.263666,0.165714,0.0168282,0.484472,0
0.254019,0.222857,0.0452982,0.509317,0
0.212219,0.217143,0.0303343,0.509316,0
0.21865,0.291429,0.0336517,0.708074,0
0.202572,0.422857,0.0490452,0.677018,0
0.247588,0.657143,0.0356922,0.583851,0
0.302251,0.657143,0.0475819,0.540372,0
0.311897,0.685714,0.0983333,0.590062,0
0.234727,0.228571,0.0168282,0.503105,0
0.231511,0.2,0.0531932,0.515528,0
0.22508,0.297143,0.034687,0.670807,0
0.244373,0.297143,0.112658,0.621117,0
0.21865,0.371429,0.0118996,0.714285,0
0.270096,0.64,0.0538534,0.621118,0
0.257235,0.662857,0.0713398,0.652174,0
0.273312,0.668571,0.059465,0.639751,0
0.257235,0.697143,0.0490452,0.627329,0
0.231511,0.148571,0.0266059,0.503105,0
0.247588,0.32,0.0672661,0.509317,0
0.209003,0.222857,0.0511614,0.701863,0
0.215434,0.405714,0.0957959,0.701863,0
0.241158,0.354286,0.0612208,0.708074,0
0.289389,0.725714,0.101501,0.552795,0
0.263666,0.668571,0.0775015,0.639751,0
0.282958,0.182857,0.0252408,0.453416,0
0.266881,0.228571,0.138341,0.490683,0
0.234727,0.228571,0.0452982,0.503105,0
0.221865,0.314286,0.102535,0.559006,0
0.26045,0.297143,0.114205,0.621117,0
0.21865,0.371429,0.0420602,0.714285,0
0.215434,0.354286,0.0775015,0.708074,0
0.286174,0.702857,0.0797438,0.596273,0
0.299035,0.685714,0.0420602,0.590062,0
0.237942,0.148571,0.0677888,0.503105,0
0.257235,0.24,0.112969,0.534161,0
0.26045,0.234286,0.0718327,0.490683,0
0.263666,0.234286,0.0356922,0.490683,0
0.221865,0.188571,0.0420602,0.515528,0
0.257235,0.32,0.0832048,0.509317,0
0.22508,0.331429,0.0266059,0.596273,0
0.231511,0.297143,0.0564167,0.670807,0
0.266881,0.297143,0.0606412,0.621117,0
0.257235,0.297143,0.0511614,0.621117,0
0.221865,0.188571,0.0677888,0.515528,0
0.22508,0.428571,0.0511614,0.670807,0
0.221865,0.354286,0.0252408,0.708074,0
0.286174,0.742857,0.0840476,0.63354,0
0.250804,0.645714,0.0336517,0.621118,0
0.215434,0.188571,0.0252408,0.515528,0
0.247588,0.2,0.168551,0.52795,0
0.221865,0.274286,0.165849,0.63354,0
0.205788,0.222857,0.0751919,0.701863,0
0.234727,0.422857,0.093941,0.677018,0
0.212219,0.434286,0.0490452,0.639751,0
0.289389,0.72,0.0840476,0.621118,0
0.257235,0.645714,0.0775015,0.621118,0
0.26045,0.72,0.0677888,0.614906,0
0.273312,0.228571,0.0168282,0.490683,0
0.22508,0.297143,0.0490452,0.670807,0
0.266881,0.297143,0.037622,0.621117,0
0.215434,0.44,0.187998,0.68323,0
0.212219,0.405714,0.0475819,0.701863,0
0.257235,0.697143,0.0266059,0.627329,0
0.237942,0.24,0.059465,0.515527,0
0.26045,0.274286,0.0303343,0.63354,0
0.221865,0.222857,0.0504659,0.701863,0
0.21865,0.371429,0.0252408,0.714285,0
0.266881,0.72,0.0490452,0.621118,0
0.282958,0.72,0.0656729,0.621118,0
0.237942,0.645714,0.0490452,0.621118,0
0.266881,0.668571,0.103898,0.639751,0
0.231511,0.148571,0.0511614,0.503105,0
0.257235,0.297143,0.0428927,0.670807,0
0.205788,0.445714,0.109175,0.73913,0
0.22508,0.331429,0.0303343,0.708074,0
0.266881,0.72,0.106899,0.621118,0
0.270096,0.685714,0.0612208,0.577639,0
0.282958,0.645714,0.0504659,0.565217,0
0.266881,0.645714,0.0252408,0.621118,0
0.266881,0.645714,0.0656729,0.621118,0
0.215434,0.297143,0.0640398,0.602484,0
0.212219,0.222857,0.177577,0.701863,0
0.237942,0.382857,0.0865264,0.708074,0
0.212219,0.394286,0.0827802,0.732919,0
0.247588,0.348571,0.0677888,0.695652,0
0.241158,0.502857,0.0693331,0.627329,0
0.263666,0.645714,0.0118996,0.621118,0
0.254019,0.662857,0.0950583,0.652174,0
0.244373,0.148571,0.0452982,0.503105,0
0.228296,0.228571,0.0336517,0.503105,0
0.212219,0.217143,0.0420602,0.509316,0
0.209003,0.457143,0.119314,0.708074,0
0.205788,0.394286,0,0.732919,0
0.308682,0.685714,0.0237975,0.577639,0
0.244373,0.662857,0.143547,0.652174,0
0.289389,0.662857,0.0188143,0.621118,0
0.221865,0.234286,0.0237975,0.521739,0
0.273312,0.314286,0.181057,0.447205,0
0.250804,0.308571,0.152962,0.645962,0
0.212219,0.222857,0.0857082,0.701863,0
0.212219,0.274286,0.0303343,0.701863,0
0.221865,0.44,0.0775015,0.68323,0
0.273312,0.668571,0.0564167,0.621118,0
0.292605,0.674286,0.0672661,0.552795,0
0.234727,0.16,0.0490452,0.521739,0
0.209003,0.291429,0.0756595,0.565217,0
0.254019,0.297143,0.101154,0.652173,0
0.22508,0.274286,0.0420602,0.701863,0
0.237942,0.531429,0.0840476,0.68323,0
0.286174,0.742857,0.101154,0.63354,0
0.292605,0.685714,0.161168,0.577639,0
0.234727,0.651429,0.0188143,0.652174,0
0.26045,0.662857,0.0188143,0.621118,0
0.26045,0.177143,0.0564167,0.459627,0
0.199357,0.217143,0.151127,0.540372,0
0.250804,0.297143,0.0452982,0.652173,0
0.215434,0.371429,0.0303343,0.714285,0
0.228296,0.285714,0.0188143,0.714285,0
0.228296,0.502857,0.306539,0.627329,0
0.282958,0.742857,0.034687,0.63354,0
0.282958,0.685714,0.0950583,0.577639,0
0.292605,0.68,0.0531932,0.571428,0
0.237942,0.24,0.0168282,0.515527,0
0.289389,0.302857,0.12589,0.378881,0
0.273312,0.297143,0.0452982,0.652173,0
0.212219,0.222857,0.0511614,0.689441,0
0.221865,0.617143,0.0188143,0.670807,0
0.266881,0.668571,0.109496,0.621118,0
0.247588,0.651429,0.0168282,0.652174,0
0.21865,0.217143,0.059465,0.540372,0
0.237942,0.354286,0.0428927,0.689441,0
0.212219,0.582857,0.161168,0.68323,0
0.250804,0.72,0.114205,0.621118,0
0.286174,0.645714,0.0677888,0.565217,0
0.266881,0.297143,0.0893305,0.652173,0
0.228296,0.274286,0.0832048,0.701863,0
0.21865,0.297143,0.037622,0.732919,0
0.205788,0.394286,0.0188143,0.732919,0
0.237942,0.394286,0.105242,0.664596,0
0.250804,0.502857,0.093941,0.627329,0
0.266881,0.742857,0.109175,0.63354,0
0.324759,0.645714,0.13656,0.565217,0
0.241158,0.668571,0.0118996,0.639751,0
0.234727,0.405714,0.0266059,0.73913,0
0.237942,0.285714,0.0266059,0.732919,0
0.221865,0.285714,0.0420602,0.732919,0
0.221865,0.302857,0.0336517,0.714285,0
0.241158,0.394286,0.123926,0.664596,0
0.237942,0.668571,0.0538534,0.639751,0
0.257235,0.657143,0.093941,0.658385,0
0.231511,0.222857,0.0118996,0.509316,0
0.21865,0.234286,0.0118996,0.521739,0
0.221865,0.251429,0.034687,0.453416,0
0.279743,0.314286,0.140596,0.434782,0
0.266881,0.274286,0.0511614,0.63354,0
0.231511,0.354286,0.0672661,0.689441,0
0.196141,0.457143,0.0237975,0.708074,0
0.234727,0.388571,0.0168282,0.708074,0
0.308682,0.645714,0.0877392,0.565217,0
0.270096,0.645714,0.118724,0.621118,0
0.276527,0.668571,0.0928101,0.639751,0
0.276527,0.274286,0.0844659,0.63354,0
0.202572,0.274286,0.116938,0.701863,0
0.21865,0.371429,0.037622,0.714285,0
0.241158,0.554286,0.0656729,0.677018,0
0.241158,0.554286,0.037622,0.677018,0
0.286174,0.668571,0.037622,0.621118,0
0.237942,0.645714,0.0693331,0.621118,0
0.237942,0.651429,0.0452982,0.652174,0
0.237942,0.651429,0.0188143,0.652174,0
0.257235,0.662857,0.0420602,0.621118,0
0.270096,0.662857,0.0188143,0.670807,0
0.286174,0.222857,0.0538534,0.484472,0
0.22508,0.251429,0.0840476,0.453416,0
0.21865,0.354286,0.0428927,0.689441,0
0.205788,0.582857,0.0677888,0.68323,0
0.263666,0.72,0.116638,0.621118,0
0.266881,0.662857,0.0428927,0.652174,0
0.237942,0.657143,0.0252408,0.658385,0
0.257235,0.257143,0.117835,0.47826,0
0.22508,0.228571,0.0656729,0.509316,0
0.221865,0.234286,0.0356922,0.521739,0
0.202572,0.222857,0.0252408,0.689441,0
0.205788,0.222857,0.0475819,0.701863,0
0.196141,0.582857,0,0.68323,0
0.254019,0.742857,0.0979749,0.63354,0
0.270096,0.171429,0.00841439,0.515528,0
0.22508,0.285714,0.0266059,0.664596,0
0.215434,0.274286,0.0908936,0.701863,0
0.212219,0.582857,0.0531932,0.68323,0
0.273312,0.674286,0.0428927,0.552795,0
0.250804,0.64,0.0865264,0.621118,0
0.247588,0.188571,0.0252408,0.515528,0
0.215434,0.234286,0.0168282,0.521739,0
0.263666,0.302857,0.101501,0.52795,0
0.212219,0.297143,0.0118996,0.602484,0
0.21865,0.285714,0.0531932,0.652173,0
0.221865,0.457143,0.120192,0.708074,0
0.231511,0.394286,0.037622,0.714285,0
0.234727,0.302857,0.0188143,0.714285,0
0.398714,0.674286,0.165008,0.552795,0
0.266881,0.645714,0.0677888,0.602484,0
0.247588,0.645714,0.0612208,0.621118,0
0.205788,0.217143,0.0188143,0.540372,0
0.273312,0.251429,0.258529,0.453416,0
0.286174,0.314286,0.0718327,0.434782,0
0.221865,0.285714,0.0475819,0.652173,1
0.228296,0.354286,0.0761242,0.689441,0
0.231511,0.302857,0.0677888,0.714285,0
0.241158,0.617143,0.146437,0.670807,0
0.279743,0.674286,0.204866,0.552795,0
0.321543,0.657143,0.0905054,0.540372,0
0.254019,0.64,0.0983333,0.621118,0
0.257235,0.674286,0.093941,0.677019,0
0.289389,0.314286,0.21772,0.434782,0
0.234727,0.297143,0.122217,0.670807,0
0.276527,0.668571,0.114205,0.621118,0
0.389068,0.674286,0.144275,0.552795,0
0.234727,0.64,0.0640398,0.621118,0
0.250804,0.674286,0.0420602,0.645963,0
0.250804,0.674286,0.0420602,0.645963,0
0.237942,0.171429,0,0.52795,0
0.302251,0.234286,0.120192,0.397515,0
0.215434,0.297143,0.0356922,0.602484,0
0.250804,0.28,0.0452982,0.701863,0
0.202572,0.365714,0.0118996,0.701863,0
0.205788,0.4,0.0857082,0.732919,0
0.22508,0.331429,0.112033,0.714285,0
0.237942,0.285714,0.0252408,0.732919,0
0.231511,0.617143,0.0266059,0.670807,0
0.212219,0.582857,0.126998,0.68323,0
0.276527,0.502857,0.0564167,0.627329,0
0.311897,0.685714,0.059465,0.577639,0
0.289389,0.657143,0.0893305,0.540372,0
0.241158,0.64,0.0793005,0.63354,0
0.231511,0.674286,0.105242,0.677019,0
0.254019,0.257143,0.00841439,0.47826,0
0.250804,0.222857,0.0797438,0.521739,0
0.209003,0.365714,0.0840476,0.701863,0
0.228296,0.331429,0.0237975,0.714285,0
0.196141,0.582857,0.0252408,0.68323,0
0.196141,0.582857,0.0252408,0.68323,0
0.228296,0.348571,0.0844659,0.695652,0
0.282958,0.64,0.0252408,0.583851,0
0.234727,0.651429,0.0640398,0.670807,0
0.244373,0.674286,0.0475819,0.677019,0
0.231511,0.171429,0.0188143,0.52795,0
0.302251,0.302857,0.297263,0.378881,0
0.205788,0.285714,0.100806,0.664596,0
0.244373,0.28,0.132662,0.701863,0
0.266881,0.274286,0,0.63354,0
0.196141,0.428571,0,0.745341,0
0.196141,0.4,0,0.732919,0
0.228296,0.302857,0.0606412,0.714285,0
0.273312,0.742857,0.037622,0.63354,0
0.29582,0.64,0.0797438,0.583851,0
0.244373,0.651429,0.0893305,0.670807,0
0.254019,0.171429,0.0606412,0.515528,0
0.241158,0.222857,0.0188143,0.509316,0
0.244373,0.228571,0.0336517,0.509316,0
0.254019,0.228571,0.059465,0.509316,0
0.231511,0.28,0.0303343,0.701863,0
0.228296,0.394286,0.0237975,0.714285,0
0.234727,0.565714,0.0188143,0.726708,0
0.247588,0.64,0.0723222,0.658385,0
0.237942,0.668571,0.116938,0.695652,0
0.241158,0.222857,0.0237975,0.509316,0
0.228296,0.297143,0.037622,0.621118,0
0.282958,0.428571,0.0865264,0.664596,0
0.228296,0.52,0.034687,0.677018,0
0.231511,0.451429,0.0420602,0.68323,0
0.22508,0.331429,0.0356922,0.714285,0
0.221865,0.36,0.0428927,0.726708,0
0.22508,0.36,0.0420602,0.726708,0
0.250804,0.617143,0.135273,0.670807,0
0.234727,0.64,0.0672661,0.658385,0
0.228296,0.165714,0.00841439,0.552795,0
0.421222,0.251429,0.303921,0.453416,0
0.270096,0.48,0.117537,0.63354,0
0.202572,0.457143,0.0723222,0.708074,0
0.369775,0.72,0.176008,0.559006,0
0.241158,0.64,0.102192,0.658385,0
0.241158,0.668571,0.120192,0.695652,0
0.234727,0.16,0.0118996,0.546583,0
0.209003,0.217143,0.0865264,0.540372,0
0.279743,0.514286,0.0718327,0.639751,0
0.228296,0.451429,0.0452982,0.68323,0
0.202572,0.411429,0.0356922,0.726708,0
0.22508,0.582857,0.0656729,0.68323,0
0.21865,0.582857,0.0761242,0.68323,0
0.257235,0.502857,0.0718327,0.627329,0
0.334405,0.691429,0.201987,0.559006,0
0.231511,0.668571,0.0693331,0.695652,0
0.244373,0.662857,0.0775015,0.670807,0
0.231511,0.16,0.0531932,0.546583,0
0.231511,0.52,0.0751919,0.677018,0
0.221865,0.331429,0.0475819,0.714285,0
0.22508,0.285714,0.0612208,0.732919,0
0.286174,0.742857,0.117835,0.63354,0
0.22508,0.165714,0.0168282,0.52795,0
0.263666,0.211429,0.0428927,0.503105,0
0.21865,0.234286,0.00841439,0.521739,0
0.324759,0.314286,0.159212,0.434782,0
0.241158,0.297143,0.119314,0.701863,0
0.276527,0.428571,0.0188143,0.664596,0
0.228296,0.285714,0.135273,0.732919,0
0.276527,0.502857,0.0538534,0.627329,0
0.257235,0.651429,0.0504659,0.670807,0
0.237942,0.674286,0.0564167,0.645963,0
0.321543,0.314286,0.160084,0.434782,0
0.202572,0.411429,0.0606412,0.726708,0
0.22508,0.394286,0.0356922,0.714285,0
0.244373,0.617143,0.0303343,0.670807,0
0.205788,0.394286,0,0.664596,0
0.234727,0.394286,0.0656729,0.664596,0
0.266881,0.674286,0.13656,0.677019,0
0.29582,0.314286,0.13656,0.447205,0
0.315113,0.314286,0.0865264,0.447205,0
0.215434,0.268571,0.034687,0.726708,0
0.221865,0.285714,0.0475819,0.732919,0
0.21865,0.36,0.0356922,0.726708,0
0.237942,0.582857,0.100806,0.68323,0
0.257235,0.56,0.037622,0.627329,0
0.254019,0.737143,0.0893305,0.670807,0
0.286174,0.674286,0.0538534,0.658385,0
0.247588,0.674286,0.034687,0.645963,0
0.237942,0.68,0.0793005,0.68323,0
0.344051,0.24,0.0538534,0.42236,0
0.279743,0.24,0.059465,0.465838,0
0.26045,0.228571,0.119314,0.509316,0
0.241158,0.52,0,0.677018,0
0.22508,0.331429,0.0693331,0.714285,0
0.22508,0.291429,0.0266059,0.720496,0
0.250804,0.582857,0.0428927,0.68323,0
0.289389,0.742857,0.0504659,0.621118,0
0.228296,0.651429,0.0303343,0.670807,0
0.270096,0.674286,0.189647,0.677019,0
0.247588,0.668571,0.0420602,0.689441,0
0.26045,0.668571,0.0775015,0.689441,0
0.26045,0.154286,0.0606412,0.515528,0
0.318328,0.24,0.18428,0.42236,0
0.282958,0.302857,0.0452982,0.378881,0
0.228296,0.32,0.0490452,0.583851,0
0.209003,0.28,0.0118996,0.701863,0
0.209003,0.297143,0.0266059,0.701863,0
0.279743,0.514286,0.09243,0.639751,0
0.231511,0.451429,0.0797438,0.68323,0
0.199357,0.457143,0.109496,0.708074,0
0.231511,0.554286,0.0266059,0.677018,0
0.215434,0.388571,0.0538534,0.658385,0
0.289389,0.742857,0.0266059,0.621118,0
0.29582,0.634286,0.168551,0.627329,0
0.22508,0.674286,0.0303343,0.677019,0
0.231511,0.662857,0.0420602,0.670807,0
0.22508,0.16,0.0511614,0.546583,0
0.308682,0.2,0.0775015,0.472049,0
0.273312,0.314286,0.0857082,0.47826,0
0.241158,0.274286,0.0656729,0.621118,0
0.212219,0.365714,0.121065,0.701863,0
0.231511,0.331429,0.0420602,0.714285,0
0.212219,0.565714,0.0303343,0.726708,0
0.209003,0.565714,0.034687,0.726708,0
0.22508,0.582857,0.0266059,0.68323,0
0.221865,0.531429,0.059465,0.68323,0
0.29582,0.674286,0.0865264,0.658385,0
0.263666,0.674286,0.112658,0.645963,0
0.241158,0.394286,0.0420602,0.714285,0
0.221865,0.285714,0.116638,0.732919,0
0.241158,0.737143,0.0564167,0.670807,0
0.244373,0.668571,0.0640398,0.695652,0
0.22508,0.668571,0.0188143,0.689441,0
0.228296,0.16,0.0490452,0.546583,0
0.299035,0.257143,0.102192,0.47826,0
0.279743,0.314286,0.0188143,0.47826,0
0.215434,0.297143,0,0.701863,0
0.254019,0.302857,0.170803,0.714285,0
0.21865,0.302857,0.00841439,0.714285,0
0.21865,0.302857,0.0188143,0.714285,0
0.22508,0.582857,0.101501,0.68323,0
0.22508,0.502857,0.154097,0.652174,0
0.270096,0.64,0.109496,0.63354,0
0.257235,0.651429,0.0957959,0.670807,0
0.241158,0.668571,0.0857082,0.689441,0
0.21865,0.171429,0.00841439,0.52795,0
0.286174,0.24,0.0677888,0.465838,0
0.209003,0.245714,0.0188143,0.540373,0
0.228296,0.451429,0.0266059,0.68323,0
0.234727,0.457143,0.0893305,0.708074,0
0.234727,0.44,0.0893305,0.732919,0
0.237942,0.394286,0.037622,0.714285,0
0.234727,0.394286,0,0.714285,0
0.22508,0.394286,0,0.714285,0
0.221865,0.491429,0.0188143,0.701863,0
0.234727,0.388571,0.0905054,0.658385,0
0.234727,0.737143,0.0490452,0.670807,0
0.221865,0.188571,0.059465,0.515528,0
0.21865,0.297143,0.0511614,0.701863,0
0.26045,0.514286,0.0640398,0.639751,0
0.215434,0.411429,0.0677888,0.726708,0
0.241158,0.394286,0.0188143,0.714285,0
0.221865,0.394286,0.0118996,0.714285,0
0.231511,0.302857,0.0420602,0.714285,0
0.241158,0.651429,0.230111,0.670807,0
0.337621,0.297143,0.392068,0.391304,0
0.209003,0.411429,0.132662,0.726708,0
0.228296,0.502857,0.243371,0.652174,0
0.263666,0.737143,0.0356922,0.670807,0
0.286174,0.64,0.165218,0.596273,0
0.263666,0.634286,0.0336517,0.627329,0
0.276527,0.674286,0.269793,0.645963,0
0.33119,0.2,0.0756595,0.472049,0
0.276527,0.297143,0.0188143,0.484472,0
0.234727,0.32,0.034687,0.583851,1
0.26045,0.428571,0.119314,0.664596,0
0.254019,0.514286,0.0531932,0.639751,0
0.241158,0.52,0.0531932,0.677018,0
0.221865,0.4,0.238848,0.732919,0
0.202572,0.285714,0.058868,0.732919,0
0.286174,0.674286,0.059465,0.658385,0
0.250804,0.222857,0.0564167,0.509316,0
0.247588,0.251429,0.0893305,0.652174,0
0.209003,0.451429,0.135273,0.68323,0
0.231511,0.291429,0.0237975,0.720496,0
0.237942,0.451429,0.0672661,0.720497,0
0.22508,0.485714,0.0490452,0.714286,0
0.237942,0.474286,0.0957959,0.695652,0
0.234727,0.371429,0.0612208,0.695652,0
0.254019,0.725714,0.112969,0.602484,0
0.263666,0.428571,0.0118996,0.664596,0
0.221865,0.451429,0.0564167,0.68323,0
0.22508,0.382857,0.0475819,0.745342,0
0.302251,0.691429,0.0504659,0.559006,0
0.244373,0.651429,0.118724,0.670807,0
0.250804,0.274286,0.0511614,0.472049,0
0.266881,0.291429,0.0356922,0.515528,0
0.26045,0.308571,0.0718327,0.52795,0
0.215434,0.371429,0.0640398,0.745341,0
0.21865,0.371429,0.0640398,0.745341,0
0.273312,0.56,0.0531932,0.627329,0
0.254019,0.725714,0.00841439,0.602484,0
0.302251,0.72,0.0303343,0.559006,0
0.221865,0.165714,0.0490452,0.521739,0
0.22508,0.274286,0.0606412,0.621118,0
0.237942,0.52,0.0511614,0.677018,0
0.234727,0.331429,0.0237975,0.714285,0
0.250804,0.697143,0.13656,0.614906,0
0.282958,0.742857,0.131336,0.621118,0
0.29582,0.64,0.112658,0.596273,0
0.237942,0.674286,0.0188143,0.677019,0
0.254019,0.514286,0.0420602,0.639751,0
0.247588,0.52,0.0531932,0.677018,0
0.21865,0.451429,0.059465,0.68323,0
0.209003,0.451429,0.0428927,0.68323,0
0.209003,0.382857,0.0723222,0.745342,0
0.250804,0.697143,0.13656,0.614906,0
0.299035,0.72,0.0564167,0.559006,0
0.22508,0.188571,0.0531932,0.515528,0
0.398714,0.297143,0.492809,0.391304,0
0.221865,0.274286,0.0504659,0.621118,0
0.244373,0.36,0.0564167,0.708074,0
0.237942,0.325714,0.0303343,0.720496,0
0.257235,0.56,0.126168,0.627329,0
0.257235,0.697143,0.0672661,0.614906,0
0.33119,0.308571,0.0640398,0.204969,0
0.247588,0.634286,0.0677888,0.627329,0
0.315113,0.297143,0.170803,0.391304,0
0.231511,0.251429,0.0428927,0.652174,0
0.276527,0.428571,0.0979749,0.664596,0
0.22508,0.382857,0.059465,0.745342,0
0.221865,0.451429,0.0266059,0.720497,0
0.231511,0.502857,0.0640398,0.726708,0
0.286174,0.725714,0.12589,0.602484,0
0.231511,0.651429,0.0475819,0.670807,0
0.241158,0.68,0.0877392,0.658385,0
0.315113,0.325714,0.0303343,0.223602,0
0.257235,0.32,0.0761242,0.583851,0
0.22508,0.32,0.0877392,0.583851,0
0.231511,0.274286,0.058868,0.621118,0
0.244373,0.514286,0.0237975,0.639751,0
0.250804,0.52,0.0640398,0.677018,0
0.221865,0.371429,0.0640398,0.745341,0
0.215434,0.36,0.0452982,0.732919,0
0.26045,0.56,0.0237975,0.627329,0
0.21865,0.657143,0.00841439,0.652174,0
0.199357,0.48,0.0237975,0.732919,0
0.215434,0.314286,0.0252408,0.708074,0
0.228296,0.502857,0.0475819,0.726708,0
0.228296,0.422857,0.122217,0.726708,0
0.254019,0.417143,0.0718327,0.645962,0
0.234727,0.697143,0.112969,0.614906,0
0.254019,0.297143,0.0188143,0.484472,0
0.221865,0.297143,0.0336517,0.701863,0
0.244373,0.514286,0.0118996,0.639751,0
0.289389,0.502857,0.200961,0.652174,0
0.266881,0.742857,0.0877392,0.621118,0
0.311897,0.24,0.116938,0.409937,0
0.33119,0.308571,0.219134,0.310559,0
0.273312,0.314286,0.0252408,0.47826,0
0.286174,0.314286,0.0677888,0.47826,0
0.237942,0.56,0.0428927,0.658385,0
0.196141,0.388571,0,0.732919,0
0.234727,0.36,0.234814,0.708074,0
0.234727,0.502857,0.0420602,0.726708,0
0.215434,0.657143,0.0640398,0.652174,0
0.215434,0.154286,0.0677888,0.540372,0
0.21865,0.565714,0.0490452,0.677018,0
0.228296,0.371429,0.0490452,0.745341,0
0.21865,0.382857,0.0511614,0.745342,0
0.279743,0.725714,0.0677888,0.602484,0
0.366559,0.24,0.284251,0.409937,0
0.286174,0.274286,0.102535,0.472049,0
0.263666,0.245714,0.419591,0.540373,0
0.270096,0.297143,0.0188143,0.484472,0
0.215434,0.565714,0.0168282,0.677018,0
0.257235,0.56,0.0827802,0.627329,0
0.215434,0.211429,0.0303343,0.534161,0
0.270096,0.291429,0.217089,0.490683,0
0.270096,0.297143,0.0656729,0.459627,0
0.266881,0.297143,0.0656729,0.484472,0
0.234727,0.32,0.059465,0.583851,0
0.231511,0.48,0.0905054,0.701863,0
0.212219,0.48,0.107554,0.732919,0
0.21865,0.485714,0.058868,0.714286,0
0.270096,0.474286,0.093941,0.658385,0
0.228296,0.388571,0.034687,0.658385,0
0.250804,0.388571,0.0420602,0.658385,0
0.266881,0.725714,0.158993,0.602484,0
0.270096,0.634286,0.059465,0.645962,0
0.221865,0.491429,0.0840476,0.664596,0
0.234727,0.491429,0.0775015,0.664596,0
0.263666,0.44,0.109175,0.652174,0
0.22508,0.371429,0.0452982,0.745341,0
0.26045,0.417143,0.189282,0.645962,0
0.250804,0.417143,0.059465,0.645962,0
0.254019,0.742857,0.0266059,0.621118,0
0.276527,0.297143,0.0827802,0.459627,0
0.273312,0.314286,0.0713398,0.47826,0
0.263666,0.32,0,0.559006,0
0.221865,0.251429,0.0677888,0.652174,0
0.254019,0.502857,0.034687,0.695652,0
0.215434,0.565714,0.034687,0.677018,0
0.26045,0.388571,0.116938,0.658385,0
0.241158,0.56,0.0428927,0.627329,0
0.231511,0.737143,0.0656729,0.670807,0
0.21865,0.737143,0.0252408,0.670807,0
0.237942,0.657143,0.122217,0.701863,0
0.279743,0.297143,0.0237975,0.459627,0
0.244373,0.565714,0.059465,0.677018,0
0.209003,0.48,0.0840476,0.732919,0
0.196141,0.388571,0,0.732919,0
0.22508,0.325714,0.0797438,0.720496,0
0.257235,0.56,0.0531932,0.627329,0
0.263666,0.651429,0.134495,0.63354,0
0.231511,0.194286,0.059465,0.534161,0
0.250804,0.44,0.0957959,0.652174,0
0.234727,0.565714,0.0640398,0.677018,0
0.22508,0.514286,0.0452982,0.658385,0
0.215434,0.502857,0.0252408,0.726708,0
0.257235,0.502857,0.269292,0.652174,0
0.273312,0.297143,0.0983333,0.459627,0
0.244373,0.297143,0,0.484472,0
0.266881,0.314286,0.0957959,0.47826,0
0.250804,0.291429,0.0677888,0.515528,0
0.247588,0.451429,0.0751919,0.677018,0
0.22508,0.514286,0.0957959,0.658385,0
0.221865,0.314286,0.0118996,0.708074,0
0.244373,0.771429,0.0857082,0.583851,0
0.276527,0.702857,0.00841439,0.614907,0
0.289389,0.662857,0.135273,0.614907,0
0.273312,0.691429,0.0656729,0.639751,0
0.289389,0.24,0.130534,0.409937,0
0.21865,0.325714,0.0188143,0.683229,0
0.205788,0.48,0.0564167,0.732919,0
0.22508,0.788571,0.0950583,0.63354,0
0.263666,0.68,0.0188143,0.658385,0
0.21865,0.188571,0.0490452,0.559006,1
0.215434,0.194286,0.0612208,0.546584,0
0.33119,0.24,0.157453,0.409937,0
0.324759,0.274286,0.170803,0.472049,0
0.273312,0.314286,0.0905054,0.47826,0
0.254019,0.502857,0.0538534,0.695652,0
0.21865,0.325714,0.0538534,0.720496,0
0.22508,0.502857,0.0606412,0.726708,0
0.212219,0.462857,0.0612208,0.68323,0
0.237942,0.365714,0.0865264,0.708074,0
0.282958,0.702857,0.0490452,0.614907,0
0.366559,0.24,0.485531,0.409937,0
0.273312,0.314286,0.101501,0.47826,0
0.241158,0.4,0.0797438,0.677018,0
0.234727,0.44,0.0420602,0.652174,0
0.237942,0.565714,0.0118996,0.677018,0
0.247588,0.502857,0.0504659,0.652174,0
0.21865,0.497143,0.037622,0.68944,0
0.228296,0.371429,0.168345,0.695652,0
0.273312,0.731429,0.034687,0.621118,0
0.266881,0.651429,0.0490452,0.63354,0
0.286174,0.297143,0.034687,0.459627,0
0.22508,0.468571,0.0723222,0.73913,0
0.215434,0.36,0.0713398,0.732919,0
0.244373,0.502857,0.0983333,0.652174,0
0.289389,0.771429,0.249853,0.583851,0
0.22508,0.657143,0.262686,0.701863,0
0.250804,0.194286,0.169579,0.534161,0
0.26045,0.194286,0.0475819,0.534161,0
0.244373,0.262857,0.0303343,0.459627,0
0.215434,0.434286,0.0237975,0.701863,0
