Highways_R2005_test3.tif,Type
0.0785796,1
0.119581,1
0.0274945,0
0.0737612,1
0.0739064,1
0.055069,1
0.371808,0
0.118819,0
0.0551599,0
0.120043,0
0.00233583,1
0.000232137,1
0.0353374,0
0.0181382,0
0.00389305,1
0.155157,1
0.0310588,1
0.13015,1
0.0410987,1
0.134151,1
0.027354,0
0.0750071,1
0.205047,0
0.00940081,0
0.655667,0
0.196386,1
0.13334,1
0.0976043,1
0.11874,1
0.013572,1
0.0460142,1
0.432517,0
0.20226,1
0.0506756,1
0.121486,1
0.113102,1
0.0793579,1
0.0750929,1
0.0765262,1
0.0585566,1
0.0274167,0
0.459152,0
0.278962,0
0.24421,0
0.0746522,0
0.025935,1
0.151084,1
0.174047,1
0.3661,0
0.088532,0
0.0493236,0
0.126551,1
0.0737875,1
0.045824,1
0.118218,1
0.132731,1
0.0159229,1
0.0298735,1
0.335802,0
0.2492,1
0.0442318,1
0.0565529,1
0.136903,1
0.00792161,0
0.0145044,1
0.588812,0
0.471289,0
0.047775,0
0.088956,0
0.0502609,0
0.0996796,1
0,0
0.577844,0
0.333703,1
0.255788,0
0.147903,0
0.155515,0
0.15583,1
0.0927484,1
0.59778,0
0.110458,1
0.163398,1
0.163602,0
0.16111,1
0.155301,1
0.105618,1
0.0927484,1
0.0700615,1
0.567458,0
0.436163,1
0.0721736,0
0.150608,1
0.108194,1
0.0833988,1
0.0277704,1
0.0722091,0
0.152157,0
0.097966,0
0.157725,0
0.129916,1
0.0133902,1
0.0112682,1
0.0784207,1
0.000478562,0
0.620271,0
0.433523,1
0.00812561,0
0.0818989,1
0.232338,1
0.0263498,1
0.0441975,0
0.424879,1
0.00466877,1
0.0426541,1
0.0949206,0
0.0796389,1
0.0262083,1
0.652466,0
0.511482,0
0.17352,1
0.0865471,1
0.0430882,1
0.0483296,1
0.0854316,0
0.170306,1
0.0933965,1
0.00433356,1
0.0294422,0
0.0156933,0
0.5058,0
0.151047,1
0.109128,1
0.0633304,0
0.126071,1
0.226491,1
0.0524166,0
0.145395,1
0.0952005,0
0.158592,1
0.12455,1
0.312618,1
0.304477,1
0.157809,1
0.186301,1
0.14757,1
0.215396,0
0.0953053,1
0.539451,1
0.452068,0
0.390409,1
0.0676352,1
0.251845,0
0.211037,1
0.0773266,1
0.0379321,0
0.47274,0
0.384527,1
0.251179,1
0.0442456,0
0.000519073,0
0.180954,1
0.0522294,0
0.200093,1
0.215626,1
0.0112801,1
0.522307,0
0.467409,0
0.107574,1
0.174654,1
0.157588,1
0.0808716,1
0.0396493,0
0.0400595,0
0.45876,0
0.136459,1
0.176592,1
0.0397633,0
0.018822,0
0.283716,1
0.178936,1
0.134204,1
0.0595866,1
0.122312,0
0.127162,0
0.0290108,1
0.202063,1
0.0794139,1
0.0010701,1
0.0966138,0
0.220087,1
0.0269401,1
0.0390302,1
0.0289031,1
0.255096,1
0.0910378,0
0.223257,1
0.136679,1
0.0146158,1
0.121711,0
0.137233,0
0.0827437,1
0.00527951,0
0.00903023,0
0.0521162,1
0.132062,1
0.240231,0
0.0953154,1
0.269638,1
0.0847744,0
0.124487,0
0.0106587,0
0.0211782,1
0.060744,0
0.00363351,1
0.145341,1
0.00714457,1
0.0102699,0
0.141507,0
0.0227911,1
0.0408661,1
0.00389996,1
0.0903567,1
0.00589668,1
0.000519073,1
0.078826,0
0.016451,0
0.168547,1
0.022131,0
0.139917,1
0.154759,0
0.238362,1
0.113219,1
0.116078,1
0.00558094,1
0.0406955,0
0.0295354,0
0.0044167,1
0.242728,1
0.285634,1
0.18015,1
0.097769,0
0.0415583,1
0.244396,1
0.248328,1
0.294677,1
0.0901623,1
0.00640903,1
0.0715269,0
0.0967753,1
0.275079,0
0.274416,1
0.01233,0
0.291747,1
0.113592,1
0.0983427,1
0.125985,1
0.0526424,1
0.0347779,0
0.493727,1
0.271407,0
0.144602,1
0.173066,1
0.0432935,1
0.0149692,0
0.224931,0
0.233586,1
0.0924664,1
0.0840415,1
0.0636177,0
0.00810569,0
0.022341,0
0.230017,1
0.250298,1
0.178868,1
0.0446519,1
0,1
0.131203,1
0.00436916,0
0.249034,1
0.00861802,0
0.0196375,1
0.000259537,1
0.188217,1
0.199673,1
0.161106,1
0.0204339,0
0.103415,1
0.145951,1
0.205888,0
0.0162748,1
0.0701277,1
0.285454,0
0.223334,1
0.0332995,1
0.0280189,1
0.0305434,0
0.108403,1
0.0134929,1
0.0694206,0
0.0973176,0
0.0573759,1
0.0106884,1
0.188701,1
0.00493529,1
0.464162,1
0.138028,1
0.0447339,0
0.00621372,1
0.193743,1
0.16793,1
0.121676,1
0.0110801,0
0.228307,0
0.200775,1
0.115646,0
0.00656786,1
0.0343629,1
0.0258601,1
0.0418574,0
0.00969014,1
0.269678,1
0.132996,1
0.114354,1
0.0196868,0
0.145767,1
0.0288546,0
0.146546,1
0.230353,1
0.0436134,1
0.119322,1
0.162259,1
0.18543,1
0.166199,1
0.016897,0
0.00636262,1
0.00759516,1
0.00759516,1
0.100621,1
0.0280244,0
0.331673,0
0.327921,1
0.00911043,1
0.218323,1
0.151805,1
0.0197657,1
0.0142839,0
0.0243392,1
0.220052,1
0.220443,1
0.023164,1
0.0178281,1
0.143382,1
0.180203,0
0.100545,1
0.0538258,0
0.037624,1
0.0513191,1
0.0335504,0
0.16314,1
0.0354937,1
0.00362609,1
0.0489197,1
0.0404919,0
0.00328496,1
0.0819906,1
0.0306952,1
0.00872444,0
0.0161802,1
0.0538828,0
0.118965,0
0.0399998,1
0.0186549,1
0.000519073,1
0.0121468,1
0.0380768,1
0.224229,0
0.155727,1
0.16404,1
0.11498,1
0.0124578,0
0.419813,1
0.211487,0
0.154242,1
0.0127807,1
0.0523685,1
0.252513,1
0.00221748,1
0.179307,1
0.0793765,1
0.00813803,0
0.186751,1
0.184932,1
0.150128,1
0.118011,1
0.181819,1
0.022394,1
0.027709,0
0.0548458,1
0.405102,0
0.100942,1
0.141371,1
0.18396,1
0.187916,1
0.143353,1
0.0402978,0
0.182114,0
0.182985,1
0.183563,1
0.251303,0
0.133851,1
0.121638,1
0.050573,0
0.0819436,1
0.0657931,1
0.0846029,0
0.0976095,0
0.0746488,0
0.105196,1
0.151577,1
0.174001,1
0.0820337,1
0.0107047,1
0.0144121,1
0.119437,1
0.0492504,1
0.0702827,0
0.11996,1
0.105567,1
0.118986,1
0.144166,1
0.0722841,1
0.0229803,0
0.0448465,0
0.0915964,1
0.150361,1
0.0669723,0
0.0342907,1
0.0903396,1
0.0777663,1
0.115426,1
0.151003,1
0.00961056,1
0.213146,1
0.0271999,0
0.00181676,1
0.164735,0
0.0714371,1
0.0619049,1
0.0652209,1
0.202413,0
0.120613,1
0.286605,0
0.18725,1
0.0512503,0
0.132461,1
0.0842071,1
0.0922039,1
0.162552,1
0.157042,0
0.0738808,1
0.324105,1
0.0383744,1
0.13459,1
0.172462,1
0.0830888,1
0.0525133,1
0.261346,0
0.0438809,1
0.106967,1
0.100475,1
0.0557128,1
0.272999,0
0.017155,1
0.0943892,1
0.0492436,0
0.0228029,1
0.00970334,1
0.109377,0
0.0924554,1
0.127708,1
0.0968254,1
0.147386,0
0.167408,1
0.0272563,1
0.0213594,0
0.0907485,0
0.122198,0
0.27522,0
0.049516,0
0.0221128,1
0.115446,1
0.0486527,0
0.078623,1
0.0639773,0
0.243407,0
0.127643,1
0.0644472,1
0.344343,0
0.330167,0
0.0234366,0
0.0342315,1
0.0265571,1
0.338497,0
0.0733737,0
0.106957,1
0.12199,1
0.0788051,1
0.349547,0
0.111817,1
0.120611,1
0.115495,1
0.0712025,0
0.0675375,1
0.0265459,0
0.32956,0
0.0620341,0
0.0722378,1
0.0480143,1
0.137667,1
0.0895921,0
0.10119,1
0.105051,0
0.105506,1
0.10539,1
0.0207902,1
0.134944,1
0.179616,0
0.0735577,0
0.0406565,1
0.0112682,0
0.102973,1
0.0871159,1
0.00634247,0
0.156525,0
0.0963954,1
0.0988102,1
0.157596,0
0.0907411,1
0.151225,0
0.148236,0
0.307637,0
0.0699467,1
0.0922155,1
0.0190101,1
0.00948143,0
0.0967753,0
0.0335445,0
0.0104048,0
0.128697,1
0.150717,1
0.100092,1
0.096947,0
0.0645166,0
0.0549596,1
0.129732,1
0.00691167,0
0.115559,0
0.111721,0
0.108488,1
0.321794,0
0.0791752,0
0.0852558,0
0.0337767,1
0.0930639,1
0.0962486,0
0.00541928,0
0.111658,1
0.0979464,0
0.310747,0
0.173706,1
0.134115,1
0.105056,0
0.0824063,0
0.091644,1
0.140462,1
0.133125,1
0.0308062,0
0.0773873,1
0.0718668,1
0.0172735,1
0.0108386,1
0.0855915,1
0.00208923,1
0.303763,0
0.0497012,0
0.0497012,0
0.0517664,1
0.0617483,1
0.0766177,1
0.0567252,1
0.0398932,1
0.0753391,0
0.179938,0
0.354687,0
0.0287655,1
0.101721,1
0.0985201,0
0.0645377,1
0.0653666,1
0.0176214,1
0.029018,1
0.0192509,1
0.0563926,1
0.188578,0
0.350666,0
0.0304997,0
0.0671602,1
0.0620656,0
0.0202894,1
0.129547,0
0.341403,0
0.0301711,1
0.0242227,1
0.135353,1
0.189657,0
0.187719,0
0.338806,0
0.169984,1
0.015212,1
0.0593664,1
0.126665,1
0.139341,1
0.0746175,0
0.113075,1
0.0473366,1
0.0575793,1
0.128044,1
0.0224948,1
0.144625,1
0.142629,1
0.182736,0
0.0889811,1
0.134646,1
0.0511504,1
0.0424221,0
0.0461564,1
0.0463112,1
0.290762,0
0.126804,1
0.288862,0
0.285187,0
0.0705132,1
0.00965671,0
0.0501207,1
0.194695,0
0.303147,0
0.283503,0
0.106538,0
0.0998946,1
0.053339,1
0.00730862,1
0.145415,1
0.227349,0
0.0300617,1
0.0304367,1
0.0329634,1
0.111827,1
0.0984495,1
0.0840489,1
0.123226,1
0.153259,1
0.288642,0
0.0513632,0
0.0366924,1
0.174102,1
0.218037,0
0.119061,1
0.231655,0
0.276778,0
0.0113302,1
0.108445,0
0.0246527,0
0.0211008,0
0.0348222,1
0.327839,1
0.133767,1
0.0804668,0
0.0104468,1
0.0131157,1
0.0197033,1
0.0226333,0
0.0245895,1
0.0258395,1
0.0538243,1
0.00522436,1
0.00953528,1
0.182251,0
0.362329,0
0.180483,0
0.0170308,1
0.0338611,0
0.112105,0
0.0129019,1
0.017062,1
0.0174859,1
0.0272325,1
0.135117,0
0.358791,0
0.314173,0
0.00869893,1
0.0172548,1
0.0146412,1
0.186299,1
0.210914,1
0.239146,0
0.0249784,1
0.253412,0
0.244028,0
0.201533,0
0.00768509,0
0.203816,1
0.191197,1
0.296963,0
0.195752,0
0.0178979,1
0.00533914,1
0.0338532,0
0.000348205,0
0.0428757,0
0.30161,0
0.197024,0
0.157372,0
0.0272985,0
0.012917,0
0.016329,0
0.203851,1
0.0963534,0
0.0826889,1
0.00420417,1
0.0692796,1
0.000464273,1
0.223503,1
0.12175,1
0.0432006,0
0.012917,0
0.00180186,1
0.00746094,1
0.116658,0
0.0496882,0
0.0048721,1
0.00955574,1
0.220557,0
0.227934,0
0.328946,0
0.00390169,0
0.00557128,0
0.0568313,0
0.217453,1
0.23407,1
0.282034,0
0.289474,0
0.163096,0
0.147201,0
0.020107,0
0.0326449,1
0.233038,1
0.234139,0
0.264018,0
0.0710808,1
0.0439913,1
0.0359813,1
0.021932,1
0.0188935,0
0.0142684,0
0.234934,1
0.0438538,1
0.0232148,0
0.0220987,0
0.127508,0
0.213421,0
0.205448,0
0.00422016,1
0.014967,0
0.262132,0
0.0505184,1
0.0485095,1
0.0445799,0
0.0838335,1
0.16359,1
0.297174,0
0.0159081,0
0.00386352,0
0.130854,0
0.133711,0
0.0615055,1
0.0517822,0
0.0216796,1
0.0795267,0
0.0414365,1
0.105921,1
0.0822538,1
0.0460316,1
0.0200136,0
0.100373,0
0.0735533,1
0.069924,1
0.110628,1
0.254458,0
0.203992,0
0.0015787,1
0.0666054,0
0.0155722,0
0.0349922,1
0.00779042,1
0.0739248,1
0.0710995,0
0.167094,0
0.165101,0
0.205218,0
0.107159,0
0.0398324,0
0.06916,0
0.0592204,0
0.0661264,0
0.0625741,0
0.0764435,1
0.0627044,0
0.262248,0
0.0695815,1
0.0632572,1
0.16634,0
0.0230646,1
0.0466877,1
0.0950634,1
0.0895215,0
0.0840624,1
0.129531,0
0.00884026,1
0.0867406,0
0.0445862,1
0.0637802,1
0.0087545,0
0.00743653,0
0.0946736,1
0.249233,0
0.133465,0
0.0931152,1
0.0827967,0
0.25014,1
0.130159,0
0.0961505,1
0.126026,1
0.243102,1
0.0391843,0
0.105274,0
0.0994521,1
0.0992055,1
0.0361493,1
0.117054,0
0.0364953,1
0.11392,0
0.110348,0
0.0587264,1
0.0144783,1
0.0939741,1
0.289902,1
0.027932,0
0.106901,1
0.113851,1
0.112025,1
0.218581,0
0.0345745,1
0.103227,1
0.117858,0
0.0842486,1
0.119218,1
0.0666044,0
0.0438597,1
0.0293506,0
0.160014,0
0.100485,0
0.0605304,1
0.133938,0
0.0806457,1
0.0484507,1
0.219,1
0.0186841,0
0.0288245,0
0.212864,1
0.208676,1
0.0930149,1
0.0766748,1
0.0539696,1
0.135014,1
0.0948335,1
0.102685,0
0.0870682,0
0.339875,1
0.014976,1
0.0436046,0
0.0981743,0
0.0481083,0
0.200139,1
0.0515804,0
0.186215,1
0.187168,0
0.0167738,1
0.147906,1
0.350668,1
0.0897489,1
0.0243245,1
0.111857,0
0.0278624,0
0.018022,1
0.0560599,1
0.0908046,0
0.308185,1
0.181657,1
0.113376,1
0.142434,0
0.0508379,0
0.179043,0
0.0813293,0
0.0243743,0
0.375461,1
0.171739,0
0.0789853,0
0.00615162,0
0.08516,1
0.165817,1
0.271186,1
0.162404,0
0.0978539,0
0.0347221,0
0.0840332,1
0.106149,0
0.166283,0
0.154424,0
0.018622,0
0.194628,1
0.0607085,0
0.149848,1
0.100754,0
0.360053,1
0.148003,1
0.145096,1
0.149984,0
0.0668663,0
0.0742987,0
0.26608,1
0.0229431,1
0.0579646,0
0.0308447,1
0.188741,0
0.188326,0
0.186719,1
0.136878,1
0.13857,1
0.0476203,1
0.0227174,0
0.259081,1
0.339979,1
0.142386,0
0.0465736,1
0.0229768,0
0.00537059,1
0.142222,0
0.206475,1
0.159546,0
0.122281,1
0.0667364,0
0.0145085,0
0.122458,1
0.11487,0
0.11054,0
0.00135854,1
0.352266,1
0.0858675,0
0.0414746,1
0.413709,1
0.0330193,0
0.388813,1
0.104305,0
0.0511398,1
0.0586982,0
0.164023,1
0.409235,1
0.0193263,0
0.138761,0
0.231559,0
0.0504764,1
0.0134544,0
0.133465,1
0.0488096,0
0.214791,1
0.0100391,1
0.0241745,1
0.144225,0
0.000464273,1
0.000464273,1
0.160248,1
0.0831801,0
0.0399508,0
0.14781,0
0.033513,1
0.307002,1
0.0136532,1
0.0863214,0
0.0880065,0
0.0880065,0
0.0847004,0
0.0876349,0
0.0413146,1
0.0249938,1
0.193844,1
0.0761572,0
0.0745272,0
0.0416459,1
0.157745,0
0.164025,1
0.0720836,0
0.0756824,0
0.0672616,0
0.0670622,0
0.0698025,0
0.0217655,1
0.201764,0
0.237963,1
0.297222,0
0.323378,1
0.0661782,0
0.06402,0
0.0258144,0
0.0392079,1
0.0661782,0
0.0649951,0
0.141931,1
0.276833,1
0.0648606,0
0.0239812,1
0.0278138,1
0.0538418,0
0.020667,1
0.0139113,1
0.12711,0
0.133702,0
0.242833,1
0.269272,1
0.0587677,0
0.242704,1
0.245952,1
0.0424139,0
0.0476391,0
0.0270439,0
0.0334037,0
0.0421544,0
0.0492504,0
0.0407651,1
0.0860933,0
0.199409,1
0.00481508,0
0.12327,0
0.146367,1
0.322213,1
0.361908,1
0.0443589,0
0.0761876,1
0.0497282,0
0.0525637,1
0.0266929,0
0.00638375,1
0.515361,0
0.0390688,0
0.52173,0
0.0855197,1
0.0097179,0
0.0100953,0
0.529064,0
0.010175,0
0.0254899,0
0.000164145,0
0.455866,0
0.00220835,0
0.106416,0
0.10845,0
0.102305,0
0.53938,0
0.00293861,0
0.00103815,1
0.394056,1
0.545633,0
0.00380201,1
0.321551,0
0.0137358,0
0.00700749,0
0.0147735,0
0.067391,1
0.00576265,0
0.0558968,1
0.0141822,0
0.0152492,1
0.00529353,1
0.0366924,1
0.0256954,1
0.0815036,0
0.0742897,1
0.360571,1
0.00545521,1
0.0101518,0
0.101823,0
0.106091,0
0.0295446,1
0.00878216,0
0.108887,0
0.131159,1
0.0413185,1
0.0159356,1
0.00141679,1
0.0623905,1
0.0884707,1
0.119159,1
0.0438661,1
0.0491365,1
0.0246067,0
0.0342816,0
0.0901941,1
0.189647,0
0.149345,1
0.205829,1
0.0505238,1
0.0485892,1
0.0232464,1
0.0798443,1
0.141784,1
0.123311,1
0.225308,0
0.178065,0
0.117855,1
0.0878584,0
0.151425,0
0.0886879,0
0.00223262,1
0.091877,0
0.105034,0
0.000232137,1
0.00463402,1
0.135197,0
0.104612,1
0.0508211,1
0.109585,1
0.0076649,1
0.0967033,0
0.108486,0
0.0119415,0
0.090734,1
0.112795,1
0.124681,0
0.0007432,1
0.0844991,0
