DEM.tif,dis-gthc.tif,dis-railway.tif,dis-wator.tif,dis-zf.tif,dis_cityway11.tif,dis_cityway2.tif,dis_cityway3.tif,dis_cityway4.tif,dis_mainway.tif,gdp2015.tif,rainfall20002020.tif,rk2015.tif,slope1.tif,solid.tif,temprature2000-20201.tif,wind2000-20201.tif,Type
0.271649,0.0278323,0.0134588,0.0523327,0.0507698,0.421194,0.0149024,0.0243861,0.030307,0.0219534,0.00315478,0.891696,0.00584924,0.122001,0.00357143,0.402785,0.327048,0
0.268683,0.143963,0.13407,0.328555,0.060988,0.150093,0.0866341,0.0431373,0.0380118,0.0561505,0.124131,0.830508,0.112431,0.19823,0.00357143,0.398074,0.542688,0
0.189798,0.0152807,0.00535179,0.038711,0.0731217,0.387326,0.0701941,0.0180839,0.00448971,0.0170393,0.0101725,0.889142,0.0190891,0.0189579,0.428571,0.411006,0.341268,0
0.0628707,0.236789,0.0706963,0.42764,0.238149,0.220656,0.107661,0.259314,0.305646,0.00779849,0.00907803,0.546858,0.0364328,0.0189579,0.428571,0.433134,0.649628,0
0.188612,0.0333355,0.00389765,0.0814423,0.0939233,0.369851,0.105838,0.0336384,0.0120351,0.00721588,0.0101082,0.88673,0.0142412,0.033244,0.428571,0.418277,0.355236,0
0.236062,0.177652,0.152017,0.372432,0.177529,0.188876,0.0689838,0.0198437,0.0364004,0.0738929,0.0273629,0.855334,0.0163545,0.0469924,0.428571,0.417751,0.49535,0
0.0699881,0.127336,0.0239198,0.272479,0.156909,0.122675,0.0093907,0.0390096,0.249129,0.0176162,0.0412053,0.682354,0.0282405,0.100047,0.00428571,0.435783,0.647214,0
0.163108,0.115127,0.108648,0.256079,0.0225835,0.133498,0.0260478,0.00898936,0.0128452,0.0247369,0.121813,0.822902,0.253231,0.171707,0.00357143,0.419794,0.564773,0
0.110913,0.0647856,0.0518763,0.0446899,0.0872373,0.0709865,0.0815424,0.153843,0.125548,0.00288635,0.0169972,0.706225,0.0733384,0.0189579,0.00357143,0.407501,0.632907,0
0.302491,0.136402,0.106385,0.298791,0.0493558,0.123367,0.0572253,0.0393174,0.0446138,0.0717768,0.109001,0.829054,0.111115,0.061231,0.00357143,0.419928,0.556257,0
0.104982,0.29641,0.29236,0.213356,0.387805,0.31423,0.0125989,0.475196,0.521706,0.0451832,0.00573011,0.290196,0.024681,0.033244,0.00357143,0.411133,0.663649,0
0.1121,0.0735769,0.0129495,0.163,0.0956419,0.0736346,0.0457617,0.0706655,0.1992,0.0187613,0.0164821,0.705839,0.0283032,0.104822,0.00357143,0.444992,0.649739,0
0.180902,0.151602,0.102855,0.424341,0.168154,0.14961,0.062605,0.239453,0.280911,0.000645408,0.00257533,0.485534,0.0134026,0.144829,0.00357143,0.434311,0.674781,0
0.292408,0.132216,0.124925,0.173013,0.16156,0.502991,0.0496547,0.0245548,0.0232668,0.0308853,0.00302601,0.907202,0.00562584,0.0371636,0.5,0.359747,0.259461,0
0.149466,0.101036,0.0869924,0.210365,0.0239622,0.114341,0.00848457,0.0169629,0.0290108,0.0139623,0.146343,0.816305,0.149741,0.0495601,0.428571,0.420749,0.566966,0
0.164887,0.0417994,0.0322985,0.0687127,0.0597382,0.0481861,0.0372162,0.14554,0.156153,0.0249131,0.0419135,0.692451,0.0732102,0.0594083,0.00357143,0.405635,0.638772,0
0.0646501,0.152433,0.0112372,0.309542,0.179227,0.140424,0.0253119,0.0609487,0.320563,0.00322704,0.0159027,0.670588,0.0269674,0.033244,0.428571,0.454996,0.680171,0
0.285291,0.130325,0.0864765,0.294683,0.0590608,0.104079,0.0343442,0.0222262,0.0455062,0.0517052,0.108614,0.827463,0.110449,0.194536,0.00357143,0.441995,0.570198,0
0.180308,0.0282688,0.00128256,0.103818,0.170017,0.311937,0.101392,0.0334087,0.0109596,0.0200804,0.00302601,0.881863,0.00557874,0.0829091,0.428571,0.45317,0.389366,0
0.205813,0.119963,0.0804959,0.273239,0.0546165,0.098528,0.0155987,0.0190693,0.0498141,0.0330736,0.120976,0.821415,0.110501,0.124192,0.00357143,0.441062,0.578771,0
0.198695,0.186259,0.0141663,0.271115,0.218101,0.171163,0.0730462,0.117205,0.338624,0.0210723,0.0023178,0.625218,0.0124625,0.063218,0.00357143,0.45347,0.687525,0
0.111507,0.057434,0.036924,0.0953466,0.0676172,0.115205,0.0616987,0.0589699,0.0876166,0.0171853,0.0427505,0.800664,0.0308467,0.0672177,0.428571,0.44261,0.598102,0
0.311981,0.12895,0.115023,0.319178,0.134992,0.142184,0.0612596,0.070171,0.0357814,0.0290075,0.0303245,0.851541,0.0184765,0.11552,0.00357143,0.460179,0.521652,0
0.229537,0.0574181,0.0467056,0.161076,0.13741,0.362883,0.150524,0.0381796,0.0595714,0.0673269,0.00302601,0.886873,0.00558519,0.0495601,0.428571,0.436857,0.360123,0
0.0658363,0.238047,0.00649526,0.232755,0.23996,0.21747,0.0385512,0.199484,0.35518,0.00635653,0.00218903,0.597662,0.0121385,0.133078,0.00357143,0.451332,0.69423,0
0.0948992,0.112313,0.102494,0.271622,0.14556,0.125072,0.122274,0.275716,0.245895,0.137375,0.00180273,0.454661,0.0107956,0.0315395,0.428571,0.436493,0.690364,0
0.116251,0.117417,0.113109,0.197872,0.161469,0.138735,0.0689942,0.329881,0.262683,0.152427,0.00173835,0.423499,0.010479,0.14316,0.00357143,0.437636,0.696692,0
0.188019,0.122721,0.0650426,0.273222,0.0302797,0.0842774,0.00768311,0.0133049,0.0115325,0.0219439,0.267577,0.831261,0.151876,0.145381,0.428571,0.466714,0.575449,0
