aSlopwgs84r.tif,ChinaDemSigned1r.tif,cngdp20101r.tif,dist2highwayr.tif,dist2hsrstationsr.tif,dist2importanttownr.tif,dist2iprimaryr.tif,dist2isecondaryr.tif,dist2prefecture_cityr.tif,dist2provincial_capitalr.tif,dist2railwayr.tif,dist2trunkr.tif,HWSD_China_Geo1r.tif,p0p2010_wgs84r.tif,wc2.0_bio_30s_01r.tif,wc2.0_bio_30s_12r.tif,Type
0.0321171,0.0831787,0.0112172,0.136934,0.44023,0.0676978,0.0801419,0.0326953,0.109528,0.57836,0.0292369,0.0442779,0.88027,0,0.92314,0.200803,0
0.0675705,0.0667903,0.00208922,0.0670121,0.415816,0.141172,0.393923,0.156581,0.368231,0.378296,0.187393,0.369939,0.887015,0,0.932374,0.222892,0
0.0404658,0.0698825,0.000575723,0.0330007,0.37493,0.0481108,0.0917399,0.534794,0.245903,0.317495,0.106984,0.482809,0.455312,0,0.927485,0.252008,0
0.0112854,0.0538033,0.00912833,0.027939,0.154044,0.0463817,0.0161783,0.104139,0.36923,0.144346,0.130931,0.226032,0.910624,0.00756545,0.960076,0.447791,0
0.174273,0.0797774,0.00171257,0.0947484,0.236038,0.166754,0.0474655,0.108473,0.355562,0.256095,0.206664,0.251077,0.455312,0.00253556,0.942694,0.543173,0
0.0562866,0.0844156,0.000814256,0.183872,0.417372,0.104729,0.216964,0.0057673,0.17175,0.598378,0.0577143,0.0977814,0.06914,0,0.925312,0.200803,0
0.100121,0.0695733,0.00131785,0.0322725,0.371796,0.0464498,0.0297594,0.570736,0.239521,0.312556,0.0972695,0.46983,0.455312,0,0.929929,0.254016,0
0.0573954,0.0528757,0.00557463,0.00630676,0.139692,0.105776,0.106407,0.1714,0.316038,0.113734,0.10466,0.223471,0.453626,0.00164914,0.95899,0.427711,0
0.361579,0.0794682,0.00153998,0.0824282,0.312294,0.522834,0.0895872,0.0670596,0.629251,0.91428,0.379862,0.224476,0.0573356,0,0.93509,0.35743,0
0.0900047,0.109462,0.00037999,0.124457,0.357195,0.253359,0.173626,0.125909,0.418725,0.676802,0.155342,0.297826,0.0674536,0,0.90956,0.226908,0
0.0571509,0.0816327,0.0121957,0.18642,0.415165,0.107844,0.220676,0.00452424,0.176913,0.599951,0.0590528,0.102001,0.06914,0.00267986,0.925584,0.203815,0
0.0803508,0.0732839,0.00177734,0.0173465,0.399846,0.0889182,0.351157,0.313321,0.297529,0.348363,0.14821,0.449461,0.455312,0,0.928571,0.237952,0
0.0399405,0.0615337,0.00802401,0.117774,0.291623,0.108827,0.102788,0.484736,0.264211,0.246038,0.0406484,0.292176,0.468803,0.000123686,0.93862,0.283133,0
0.0188055,0.0522573,0.00696156,0.0771399,0.0402496,0.0948684,0.0845533,0.0740996,0.161251,0.0810416,0.0306605,0.169626,0.910624,0.00467945,0.942694,0.368474,1
0.320211,0.0974026,0.00192671,0.0882101,0.384068,0.351188,0.208673,0.13711,0.566827,0.942644,0.40306,0.203127,0.06914,0,0.91988,0.321285,0
0,0.0803958,0.0215214,0.147185,0.431385,0.0787247,0.144098,0.0501406,0.128015,0.584117,0.0443318,0.0598004,0.998314,0,0.92151,0.195783,0
0.00376215,0.0522573,0.017529,0.184878,0.0472514,0.0264096,0.0945857,0.100263,0.0440498,0.114168,0.0561234,0.141174,0.475548,0.0242218,0.949484,0.35241,0
0.0271133,0.0513296,0.00373243,0.0291513,0.138354,0.102457,0.0485465,0.167611,0.329438,0.118301,0.0974232,0.231411,0.453626,4.12286e-05,0.958175,0.435743,0
0.167391,0.0940012,0.00115406,0.0986378,0.207333,0.139373,0.249589,0.00515843,0.333975,0.230737,0.151718,0.224041,0.881956,0,0.936991,0.526104,0
0.0428312,0.0856524,0.000793824,0.170921,0.41974,0.0969054,0.190375,0.0182798,0.158519,0.593877,0.0500649,0.0858567,0.998314,0,0.923954,0.198795,0
0.0135627,0.0568955,0.0103108,0.0760023,0.466661,0.227027,0.0208681,0.0253519,0.374493,0.427769,0.196849,0.238569,0.492411,0.00465883,0.929929,0.199799,0
0.0135627,0.0497836,0.00291655,0.015254,0.140116,0.108453,0.0827392,0.163552,0.321435,0.115631,0.0990769,0.227585,0.453626,0,0.959261,0.428715,0
0.0168212,0.0510204,0.00373243,0.0164521,0.140131,0.107825,0.0803106,0.163077,0.322131,0.115871,0.0985561,0.22802,0.453626,0,0.959261,0.428715,0
0.00841204,0.0754484,0.00391564,0.0481343,0.518984,0.242023,0.00571989,0.0850389,0.641957,0.382684,0.454521,0.469008,0.881956,0.157019,0.952743,0.628514,0
0.0118957,0.0751392,0.20204,0.050788,0.522459,0.244005,0.0118753,0.0847134,0.645779,0.384035,0.457588,0.465642,0.881956,0.539064,0.9522,0.638554,0
0.0789586,0.0810142,0.000814256,0.172824,0.417929,0.0994986,0.19391,0.00959737,0.162836,0.595212,0.0511441,0.0894403,0.06914,0,0.923683,0.203815,0
0.0273724,0.0813234,0.0215214,0.144792,0.430131,0.0789805,0.142254,0.0473697,0.128333,0.58402,0.0432807,0.0596096,0.998314,0,0.92151,0.195783,0
0.0749911,0.0751392,0.000655639,0.0306024,0.367733,0.0479141,0.0116837,0.591085,0.233158,0.308832,0.0932171,0.460921,0.887015,0,0.92314,0.271084,0
0.0300753,0.0522573,0.0104165,0.029433,0.144064,0.070042,0.156901,0.091175,0.372556,0.132648,0.103266,0.224561,0.254637,0.00731808,0.960619,0.439759,0
0.099366,0.0686456,0.000206729,0.0516115,0.209146,0.0642999,0.123512,0.00896326,0.324344,0.192223,0.0213143,0.224088,0.881956,0,0.953558,0.482932,0
0.210986,0.337044,0.00104435,0.095449,0.322785,0.559717,0.318996,0.0193143,0.663202,0.906383,0.378781,0.261653,0.892074,0,0.769419,0.448795,0
0.270346,0.227582,0.00104061,0.103558,0.306981,0.485089,0.0587556,0.0231135,0.606101,0.924271,0.370597,0.200047,0.0556492,0,0.863933,0.396586,0
0.316553,0.118429,0.00155925,0.129485,0.41452,0.320748,0.00237506,0.204166,0.535859,0.924462,0.401052,0.230607,0.06914,0,0.915535,0.300201,0
0.0706946,0.152134,0.00446103,0.185497,0.275083,0.181417,0.079378,0.300269,0.2967,0.746492,0.232447,0.1819,0.455312,0,0.875339,0.268072,0
0.0746196,0.11008,0.000147897,0.261926,0.391995,0.169003,0.396634,0.185363,0.278677,0.632179,0.0710603,0.18827,0.455312,0,0.910646,0.220884,0
0,0.0803958,0.0215214,0.147185,0.428347,0.0812293,0.156372,0.0552069,0.132094,0.585185,0.0440927,0.0627207,0.998314,0,0.92151,0.195783,0
0.0425015,0.0683364,0.00112057,0.0266157,0.449388,0.0366795,0.0165233,0.023908,0.0545446,0.531501,0.0288612,0.0323218,0.468803,0,0.934003,0.198795,0
0.030309,0.0575139,0.00931698,0.0933741,0.438001,0.194722,0.231628,0.0464534,0.44095,0.406446,0.208771,0.293845,0.263069,0.00589569,0.936991,0.208835,0
0.0155089,0.0553494,0.0152343,0.00579742,0.0199651,0.0733912,0.0165233,0.0492758,0.22173,0.0707055,0.0178768,0.135252,0.475548,0.00869924,0.951114,0.394578,0
0.00532042,0.0516388,0.00852194,0.0175346,0.122089,0.0204701,0.140787,0.0250371,0.223549,0.0793773,0.0499464,0.130605,0.468803,0.0027417,0.956545,0.409639,0
0.0356542,0.0525665,0.00373562,0.0157669,0.146576,0.0960329,0.172645,0.169191,0.301344,0.108842,0.0989968,0.209914,0.453626,0,0.957903,0.418675,0
0.0356542,0.0967842,0.000819886,0.0132592,0.369232,0.168629,0.178572,0.102582,0.488459,0.323,0.314027,0.374116,0.881956,0,0.93346,0.591365,0
0.605604,0.508967,0.000138751,0.123627,0.313508,0.528721,0.342056,0.0276034,0.711551,0.895975,0.374049,0.314665,0.892074,0,0.689571,0.48494,0
0.0675705,0.0831787,0.000814256,0.175329,0.414529,0.103791,0.197072,0.00357673,0.169946,0.597345,0.0521741,0.0952095,0.06914,0,0.924769,0.202811,0
0.107554,0.0841064,0.000814256,0.171833,0.416159,0.100783,0.190695,0.00500742,0.164909,0.595724,0.0503274,0.0908759,0.06914,0,0.923683,0.203815,0
0.029363,0.0856524,0.000253495,0.111551,0.449357,0.0517251,0.0112909,0.0094089,0.0816103,0.568125,0.00525608,0.0172465,0.88027,0.00824572,0.925312,0.205823,0
0.177145,0.277675,3.20173e-05,0.135621,0.282055,0.193195,0.251285,0.336852,0.315381,0.73108,0.24908,0.196709,0.88027,0,0.79359,0.325301,0
0.320692,0.135745,0.00100504,0.107239,0.199641,0.121586,0.281221,0.059666,0.334077,0.221107,0.119837,0.216272,0.881956,0,0.907116,0.556225,0
0.101479,0.273964,3.20173e-05,0.134368,0.281837,0.193187,0.253598,0.335168,0.315352,0.730797,0.249004,0.196686,0.88027,0,0.79359,0.325301,0
0.0252244,0.0831787,0.0110183,0.137612,0.429439,0.0772915,0.125001,0.0346334,0.125282,0.582659,0.0380828,0.0560532,0.998314,0,0.922596,0.201807,0
0.0346517,0.0847248,0.00148376,0.00339629,0.387064,0.0777005,0.304156,0.358134,0.277069,0.339835,0.145345,0.470898,0.455312,0,0.922053,0.247992,0
0.00841204,0.0538033,0.0155386,0.090541,0.107327,0.0805283,0.0240339,0.000715346,0.129765,0.143963,0.00584009,0.0930858,0.254637,0.0137704,0.946225,0.334337,0
0.0240784,0.0510204,0.0178317,0.0212754,0.160212,0.0527598,0.198589,0.0274174,0.251923,0.0913637,0.0848126,0.160844,0.88027,0.00362812,0.95736,0.407631,0
0.121352,0.226964,0.00165049,0.037314,0.275484,0.166976,0.0759498,0.0526448,0.274954,0.777934,0.226875,0.173626,0.849916,0,0.843292,0.302209,0
0.0237832,0.0534941,0.0157457,0.0851775,0.0108564,0.0424242,0.0129653,0.103468,0.0739696,0.0986938,0.0114479,0.185991,0.468803,0.24529,0.949212,0.365462,0
0.029363,0.0525665,0.00387292,0.017642,0.170384,0.0369491,0.0790576,0.070718,0.352136,0.149777,0.133907,0.217356,0.455312,0,0.960076,0.446787,0
0.0106401,0.0717378,0.00669554,0.0147772,0.33335,0.156807,0.0275752,0.0438467,0.456925,0.308065,0.281375,0.340555,0.881956,0.00496805,0.956817,0.568273,0
0.0981865,0.128942,0.00133097,0.0651843,0.403323,0.180967,0.221785,0.124844,0.526179,0.337447,0.339861,0.405873,0.881956,0.011173,0.890549,0.64257,0
0.0399405,0.0565863,0.00658213,0.053166,0.195752,0.0418187,0.0451261,0.18084,0.340881,0.207891,0.0165312,0.197442,0.468803,0,0.942966,0.299197,0
0.0265874,0.0541126,0.0127267,0.00133787,0.206798,0.0476312,0.00671767,0.0193143,0.321704,0.182057,0.0125596,0.215574,0.455312,0.0138322,0.961706,0.467871,0
0.220421,0.138219,0.0019495,0.0219245,0.302243,0.151267,0.0872005,0.127247,0.428192,0.294191,0.257814,0.311687,0.881956,0,0.933732,0.573293,0
0.187871,0.514842,0.00138806,0.177126,0.4216,0.244878,0.418448,0.0178836,0.40938,0.875648,0.331249,0.322216,0.917369,0,0.529875,0.519076,0
0.0346517,0.0803958,0.0574817,0.135019,0.427432,0.078154,0.126629,0.0332847,0.126585,0.582783,0.0373183,0.0565029,0.88027,0,0.922053,0.214859,0
0.0237832,0.0782313,0.0444792,0.066317,0.446891,0.0286638,0.00808915,0.000715346,0.0385172,0.545034,0.0118108,0.0438823,0.0539629,0.216368,0.932374,0.223896,0
0.0240784,0.0797774,0.000680953,0.0476693,0.360356,0.0575499,0.166271,0.567306,0.219675,0.29521,0.0754824,0.426326,0.455312,0,0.924226,0.274096,0
0.00532042,0.0528757,0.00725745,0.079826,0.00851464,0.04448,0.00571989,0.110166,0.0774039,0.0976308,0.0098808,0.189027,0.468803,0.00577201,0.949212,0.360442,0
0.10806,0.111008,0.000819886,0.0285202,0.374022,0.168626,0.195397,0.12901,0.498471,0.325583,0.315024,0.378389,0.881956,0,0.918523,0.613454,0
0.0168212,0.0531849,0.00834145,0.0551328,0.111242,0.0662915,0.106819,0.0192613,0.197565,0.163379,0.0132049,0.105805,0.998314,0.00496805,0.945953,0.322289,1
0.00532042,0.0528757,0.00725745,0.0753664,0.00693728,0.0460862,0,0.11477,0.0800905,0.0968123,0.00830032,0.191429,0.468803,0.00577201,0.949212,0.360442,0
0,0.0513296,0.0155412,0.0173923,0.0262713,0.0637048,0.110403,0.138165,0.109559,0.089301,0.0143647,0.187999,0.468803,0,0.949484,0.36747,0
0.0219285,0.0572047,0.00220874,0.0236146,0.463608,0.120568,0.39165,0.162327,0.19723,0.483878,0.107671,0.0914486,0.468803,0,0.939707,0.192771,0
0.0888483,0.0627706,0.000887391,0.00178382,0.36075,0.0795823,0.144769,0.561467,0.218885,0.278006,0.0392309,0.381141,0.0556492,0,0.938077,0.271084,0
0.0237832,0.0500928,0.00291655,0.00222978,0.147769,0.107675,0.112714,0.145611,0.31046,0.112151,0.0944638,0.218476,0.453626,0,0.960076,0.422691,0
0.0806091,0.0803958,0.00280609,0.05891,0.51388,0.237661,0.025536,0.106221,0.636752,0.381255,0.44686,0.468632,0.881956,0,0.951114,0.63253,0
0.105958,0.100186,0.00101372,0.0663215,0.397145,0.112629,0.366044,0.224387,0.318342,0.360128,0.171848,0.415099,0.887015,0,0.916893,0.247992,0
0.0510622,0.0705009,0.00079104,0.0174892,0.36182,0.0523213,0.00541596,0.569728,0.227276,0.309401,0.101963,0.465092,0.887015,0,0.931287,0.259036,0
0.0237832,0.0587508,0.0116268,0.0796564,0.251966,0.0799711,0.085502,0.35515,0.287833,0.22913,0.0139216,0.252991,0.468803,0.00136054,0.939435,0.289157,0
0.00376215,0.0510204,0.00566015,0.0388903,0.0132782,0.0856922,0.0784128,0.0858534,0.221428,0.0691931,0.0137242,0.138321,0.210793,0,0.953829,0.401606,1
0.0237832,0.0584416,0.0175616,0.0108597,0.0750205,0.0356747,0.0157901,0.029364,0.207251,0.0711689,0.000412957,0.116113,0.88027,0.0108019,0.949756,0.417671,0
0.0453822,0.0534941,0.00384127,0.0272179,0.146355,0.0855347,0.0732504,0.143407,0.348387,0.124828,0.0877671,0.220645,0.455312,0.00123686,0.959261,0.437751,0
0.0383209,0.054731,0.0128681,0.00848488,0.203578,0.0517839,0.0235837,0.0293292,0.318125,0.183524,0.00613209,0.213985,0.455312,0.0102659,0.960891,0.46988,0
0.123498,0.0652443,0.00214871,0.0174892,0.322127,0.152689,0.0245218,0.0641263,0.450684,0.303699,0.270704,0.329967,0.881956,0,0.957903,0.564257,0
0.0155089,0.0528757,0.0079666,0.0410279,0.0149095,0.0570182,0.0604777,0.128334,0.0983851,0.0917208,0.00519899,0.193989,0.468803,0,0.950027,0.370482,0
0,0.0584416,0.0136616,0.049501,0.252442,0.151289,0.076335,0.0607328,0.388303,0.270253,0.215805,0.265627,0.455312,0.0254793,0.962792,0.533133,0
0.0600177,0.072047,0.0086369,0.000445955,0.344242,0.157699,0.0924138,0.0728459,0.47271,0.313419,0.28844,0.350486,0.881956,0.00323645,0.956274,0.570281,0
0.00376215,0.0522573,0.0339336,0.0611333,0.108726,0.0889789,0.101657,0.0152923,0.160653,0.151689,0.0109453,0.0982452,0.475548,0.00975057,0.946496,0.332329,0
0.00841204,0.0525665,0.0108383,0.0235471,0.109982,0.0248668,0.110403,0.00611192,0.211985,0.075181,0.0333576,0.120326,0.468803,0,0.956274,0.412651,0
0.0758202,0.146568,0.000921521,0.101397,0.193253,0.117667,0.2764,0.0865332,0.327574,0.217986,0.108822,0.209976,0.881956,0,0.909288,0.554217,0
0.134902,0.269944,0.00276181,0.17751,0.376662,0.215638,0.423834,0.133035,0.360358,0.854879,0.315949,0.277369,0.902192,0,0.759913,0.39257,0
0.209271,0.424242,3.20173e-05,0.183048,0.357464,0.203683,0.435033,0.195343,0.340159,0.844849,0.311016,0.258292,0.849916,0,0.69283,0.437751,0
0.321573,0.22449,0.000132596,0.163938,0.34371,0.195378,0.411714,0.240744,0.326058,0.837299,0.305266,0.244802,0.849916,0,0.786801,0.355422,0
0,0.0776129,0.00647575,0.099457,0.443638,0.0540727,0.038075,0.0300786,0.0848556,0.567651,0.00287591,0.0164387,0.910624,0,0.928028,0.202811,0
0.0273724,0.0553494,0.00307641,0.107862,0.430408,0.1953,0.229829,0.0418829,0.435326,0.405513,0.218353,0.293472,0.263069,0.0010101,0.936991,0.212851,0
0.0191777,0.0615337,0.0087169,0.0699681,0.239907,0.0714332,0.045611,0.316299,0.297233,0.223925,0.00646379,0.241001,0.468803,0.00278293,0.938349,0.294177,0
0.0641813,0.0745207,0.00380494,0.0105721,0.32451,0.152092,0.0100765,0.0633556,0.455755,0.305109,0.271363,0.332072,0.881956,0,0.958175,0.565261,0
0.242102,0.237168,0.00193797,0.106875,0.298586,0.502845,0.0202925,0.0320631,0.628011,0.922141,0.362076,0.219939,0.0573356,0,0.879685,0.405622,0
0.199356,0.221398,0.000170139,0.0111489,0.276581,0.163386,0.0280619,0.0380749,0.269786,0.787555,0.229665,0.17478,0.849916,0,0.826181,0.317269,0
0.0321171,0.0825603,0.0110183,0.126044,0.423869,0.0784598,0.120028,0.0257922,0.126725,0.582042,0.0325647,0.0550472,0.88027,0.00847248,0.922053,0.214859,0
0.0191777,0.0856524,0.0110183,0.123053,0.425193,0.0765328,0.106237,0.0164685,0.123444,0.580927,0.0294244,0.052074,0.88027,0.00847248,0.922053,0.214859,0
0.0135627,0.0522573,0.0161482,0.0462634,0.116522,0.0645131,0.129326,0.0373421,0.204186,0.164411,0.0205028,0.111328,0.468803,0.00919398,0.945138,0.321285,0
0.00752404,0.0519481,0.0079666,0.0486827,0.0127692,0.0555962,0.0412467,0.120658,0.0959636,0.0921459,0.000652942,0.194983,0.468803,0.00851371,0.949756,0.365462,0
0.0583629,0.0606061,0.0639246,0.00240154,0.0798447,0.0344317,0.0361133,0.0117325,0.204671,0.0707789,0.00123887,0.113754,0.88027,0.0296021,0.950027,0.417671,0
0.045227,0.0760668,0.00165984,0.00089191,0.339079,0.155235,0.0706155,0.0698845,0.470615,0.311548,0.282912,0.345572,0.881956,0.00323645,0.956274,0.570281,0
0.2939,0.233457,0.0023397,0.119304,0.297458,0.489086,0.0662466,0.0287298,0.619786,0.925716,0.359475,0.211779,0.0556492,0,0.860402,0.408635,0
0.330002,0.0887446,0.000657796,0.143994,0.407165,0.317847,0.0167942,0.183922,0.531138,0.924426,0.389599,0.237339,0.06914,0,0.894079,0.320281,0
0.434717,0.440322,0.00105481,0.165035,0.457113,0.268246,0.353869,0.114788,0.448541,0.893186,0.343228,0.293827,0.902192,0,0.631179,0.473896,0
0.0370118,0.0726654,0.00152962,0.174369,0.400954,0.115501,0.189722,0.0451632,0.189049,0.602391,0.0507601,0.109652,0.06914,0,0.931016,0.201807,0
0.0265874,0.076376,0.0061927,0.0486582,0.440158,0.0339286,0.00106216,0.00143069,0.0475309,0.539758,0.0270684,0.055709,0.468803,0.00142239,0.933188,0.215863,0
0.0112854,0.0516388,0.0161747,0.176598,0.0499357,0.0339805,0.102898,0.126398,0.0571554,0.110129,0.0584687,0.152083,0.475548,0.0044733,0.949484,0.351406,0
0.030309,0.0491651,0.00218553,0.0705244,0.0259384,0.0983777,0.142032,0.0383428,0.225406,0.0689992,0.0102202,0.143035,0.210793,0.00672026,0.952743,0.388554,0
0,0.0491651,0.00218553,0.0675088,0.0236433,0.0968075,0.14014,0.0439225,0.22417,0.0687813,0.00992815,0.142265,0.468803,0.00672026,0.953015,0.403614,0
0.0212743,0.0519481,0.0296808,0.0440029,0.138287,0.0316519,0.212113,0.0352267,0.219783,0.0793845,0.0615271,0.129185,0.254637,0.00925582,0.956817,0.411647,0
0.0118957,0.0507112,0.0025284,0.0276492,0.161835,0.080305,0.248393,0.0918822,0.272644,0.0993512,0.0867209,0.183964,0.910624,0,0.958718,0.417671,0
0.153457,0.0803958,0.00214871,0.0127702,0.317015,0.149555,0.0460173,0.0796864,0.451413,0.302154,0.264446,0.325015,0.455312,0,0.947311,0.568273,0
0.0265874,0.0562771,0.00959933,0.095327,0.461561,0.221608,0.0791788,0.0692446,0.365179,0.430434,0.208603,0.226905,0.263069,0.0239744,0.929929,0.201807,0
0.0470548,0.0513296,0.0097295,0.0285202,0.202432,0.034232,0.123174,0.100396,0.320246,0.169321,0.0563637,0.205819,0.910624,0.00700886,0.960619,0.456827,0
0.131697,0.0915275,0.00105099,0.0673451,0.50908,0.233813,0.0437939,0.12306,0.630139,0.379808,0.439696,0.46934,0.881956,0,0.946496,0.633534,0
0.0934568,0.0862709,0.0412492,0.0212987,0.313355,0.228244,0.114092,0.125038,0.372117,0.696176,0.166432,0.248085,0.88027,0.169862,0.914992,0.231928,0
0.0168212,0.0491651,0.00425248,0.0260034,0.159078,0.0781145,0.25211,0.0793486,0.268386,0.0979355,0.0847044,0.180093,0.910624,0,0.959533,0.416667,0
0.0271133,0.0661719,0.00548254,0,0.328275,0.151239,0.0233916,0.0690448,0.463761,0.307304,0.272547,0.335396,0.881956,0,0.957632,0.567269,0
0.259386,0.231602,0.0023397,0.123462,0.295045,0.488926,0.074835,0.0212688,0.622587,0.9264,0.356547,0.214132,0.0556492,0,0.860402,0.408635,0
0.371898,0.187693,0.00240979,0.19819,0.264798,0.176589,0.0981619,0.326198,0.288408,0.742475,0.221941,0.174311,0.455312,0,0.84818,0.284137,0
0.215856,0.220779,0.000395198,0.0511217,0.291295,0.207876,0.274434,0.212322,0.338844,0.711818,0.20153,0.217949,0.88027,0,0.793862,0.339357,0
0.0537392,0.0841064,0.000216493,0.2313,0.377286,0.204067,0.457366,0.32035,0.336554,0.649575,0.102265,0.236027,0.88027,0,0.915807,0.217871,0
0,0.0803958,0.00112346,0.105777,0.429034,0.0686672,0.0470357,0.0159956,0.109719,0.575587,0.0125596,0.038357,0.998314,0.0193362,0.92667,0.205823,0
0.0477954,0.0667903,0.0228054,0.00564094,0.438618,0.058016,0.134442,0.0581722,0.0908068,0.519974,0.00951146,0.00342473,0.468803,0.00803958,0.934275,0.199799,0
0.0219285,0.0773036,0.00265087,0.0162146,0.354422,0.0568514,0.0543364,0.552751,0.216594,0.304094,0.100558,0.45337,0.887015,0,0.929658,0.264056,0
0.0300753,0.0522573,0.00384127,0.0153774,0.152567,0.0856905,0.073688,0.153453,0.346124,0.124226,0.0809864,0.214675,0.455312,0.00610183,0.960076,0.438755,0
0.321543,0.19666,0.000487064,0.139139,0.299368,0.455709,0.138822,0.0996258,0.604967,0.935006,0.358754,0.200617,0.849916,0,0.872895,0.38755,0
0.0118957,0.0513296,0.0296808,0.0467084,0.142672,0.0349608,0.224213,0.0248833,0.218997,0.0794431,0.0636181,0.129139,0.254637,0.0040404,0.957903,0.416667,0
0.0202532,0.0507112,0.00218553,0.0278249,0.15417,0.0704492,0.254078,0.0475476,0.258053,0.0943443,0.0832259,0.169996,0.998314,0,0.959804,0.408635,0
0.178078,0.111008,0.00208239,0.0771309,0.191943,0.0850294,0.18849,0.0605852,0.311084,0.199824,0.0515129,0.206594,0.881956,0,0.930201,0.516064,0
0.209212,0.0871985,0.000393637,0.127175,0.294474,0.477179,0.0824456,0.00715346,0.617094,0.929685,0.354738,0.209234,0.06914,0,0.923411,0.356426,0
0.271771,0.361781,9.91288e-05,0.105805,0.338683,0.383269,0.235837,0.0879759,0.58389,0.95489,0.387296,0.198129,0.06914,0,0.771863,0.426707,0
0.197479,0.258813,0.000764747,0.134959,0.390239,0.329007,0.0754132,0.129106,0.54973,0.93187,0.384732,0.229192,0.0708263,0,0.818305,0.391566,0
0.0521498,0.0494743,0.00203013,0.0124867,0.160697,0.0950933,0.209934,0.137087,0.286798,0.104408,0.0827115,0.198834,0.998314,0,0.960076,0.416667,0
0.079309,0.0726654,0.00122839,0.0857638,0.187105,0.108619,0.30206,0.119786,0.31686,0.212086,0.0888274,0.203602,0.455312,0,0.929929,0.523092,0
0.0404658,0.0593692,0.00613466,0.0470942,0.234621,0.15042,0.0648699,0.086323,0.384171,0.262503,0.197832,0.248919,0.455312,0,0.963063,0.53012,0
0.15979,0.304576,0.000425506,0.165895,0.447574,0.281258,0.256348,0.192938,0.470295,0.902511,0.351793,0.27819,0.892074,0,0.733569,0.408635,0
0.00532042,0.0572047,0.00230197,0.110748,0.445733,0.226102,0.0283419,0.0815933,0.394334,0.421166,0.219342,0.25011,0.263069,0.01443,0.930201,0.206827,0
0.00841204,0.0525665,0.00224103,0.172907,0.0583995,0.0373799,0.0677453,0.14716,0.0621825,0.111537,0.049121,0.149106,0.475548,0.0114203,0.949212,0.351406,0
0.0191777,0.0522573,0.00405024,0.0422435,0.121047,0.0295827,0.168679,0.0308844,0.208895,0.0750624,0.0412667,0.11859,0.468803,0.0223253,0.956274,0.419679,0
0.0188055,0.0522573,0.0153709,0.0295174,0.198726,0.0445148,0.069626,0.0591016,0.312005,0.175799,0.0319715,0.203746,0.455312,0.0176458,0.963878,0.458835,0
0.0840558,0.185838,0.000674134,0.115202,0.293313,0.506645,0.0121105,0.0200424,0.637626,0.922805,0.355904,0.228462,0.0573356,0,0.922053,0.388554,0
0.0505095,0.0538033,0.00677374,0.00339629,0.180904,0.0423966,0.106056,0.0727581,0.339438,0.148143,0.133446,0.205941,0.455312,0.0119975,0.961162,0.451807,0
0.09685,0.0905999,0.000443147,0.176285,0.372979,0.226116,0.373834,0.262415,0.373077,0.660919,0.120306,0.266779,0.0708263,0,0.915263,0.220884,0
0.0191777,0.0525665,0.00224103,0.170722,0.0590982,0.0381657,0.0638444,0.150359,0.0635048,0.111259,0.047975,0.149961,0.475548,0,0.949212,0.351406,0
0.0219285,0.0507112,0.00203013,0.00847315,0.161618,0.0974656,0.198285,0.128049,0.287799,0.104826,0.0803155,0.200275,0.910624,0,0.960619,0.417671,0
0.0399405,0.0748299,0.0030938,0.0744745,0.498658,0.226788,0.0598212,0.1453,0.618969,0.376172,0.427423,0.475767,0.881956,0,0.94704,0.626506,0
0.0188055,0.0643166,0.00373326,0,0.352497,0.0589508,0.0131382,0.54129,0.217382,0.309074,0.113078,0.468231,0.998314,0,0.938077,0.26506,0
0.0273724,0.0522573,0.00185787,0.170908,0.0550353,0.0380519,0.0788647,0.143364,0.0637946,0.109281,0.051532,0.154784,0.475548,0,0.948398,0.35241,0
0.0541291,0.0661719,0.00102481,0.0642176,0.191938,0.146595,0.163924,0.0593565,0.33446,0.231321,0.1519,0.209294,0.881956,0,0.954644,0.511044,0
0.464697,0.0884354,0.00235388,0.118549,0.292145,0.512188,0.0106216,0.00572277,0.644041,0.922047,0.354826,0.234614,0.0573356,0,0.939978,0.371486,0
0.114885,0.0995671,0.00104089,0.119662,0.349223,0.248504,0.257209,0.183154,0.410213,0.672666,0.13082,0.295097,0.0708263,0,0.914449,0.2249,0
0.0477954,0.085034,0.000988818,0.149907,0.361599,0.236225,0.322466,0.226335,0.389825,0.666149,0.123791,0.280917,0.0708263,0,0.914992,0.2249,0
0.1134,0.157081,0.000186063,0.0723616,0.185115,0.0978408,0.233909,0.1063,0.309418,0.205676,0.0679091,0.200955,0.455312,0,0.90956,0.546185,0
0.052685,0.0915275,0.0040155,0.0936909,0.529481,0.244525,0.0537519,0.14649,0.644367,0.388096,0.445467,0.445319,0.455312,0,0.938077,0.635542,0
0.244178,0.361163,0.00232196,0.1446,0.3108,0.175256,0.353724,0.24257,0.292036,0.821959,0.276982,0.213289,0.892074,0,0.707496,0.407631,0
0.0533463,0.353432,0.000179431,0.0909541,0.276846,0.19542,0.369655,0.275423,0.318447,0.719444,0.217678,0.200072,0.892074,0,0.747148,0.370482,0
0,0.0803958,0.0187489,0.101925,0.420154,0.0753155,0.0859232,0.0278985,0.120595,0.578103,0.0162371,0.0461197,0.998314,0.0116059,0.927213,0.200803,0
