aSlopwgs84r.tif,ChinaDemSigned1r.tif,cngdp20101r.tif,dist2highwayr.tif,dist2hsrstationsr.tif,dist2importanttownr.tif,dist2iprimaryr.tif,dist2isecondaryr.tif,dist2prefecture_cityr.tif,dist2provincial_capitalr.tif,dist2railwayr.tif,dist2trunkr.tif,HWSD_China_Geo1r.tif,p0p2010_wgs84r.tif,wc2.0_bio_30s_01r.tif,wc2.0_bio_30s_12r.tif,Type
0.154942,0.114409,0.00127974,0.159358,0.160359,0.0720284,0.114008,0.15474,0.317048,0.311882,0.0296064,0.279595,0.0910624,0,0.866648,0.306225,0
0.22989,0.186456,2.81028e-05,0.148068,0.12312,0.161882,0.629784,0.372861,0.385809,0.305481,0.1085,0.315356,0.902192,0,0.821293,0.366466,0
0.148191,0.0986395,0.000275492,0.11389,0.220997,0.175587,0.307081,0.118015,0.687391,0.472993,0.104081,0.322636,0.455312,0,0.869636,0.185743,0
0.0212743,0.0831787,0.00121328,0.211829,0.303385,0.115514,0.0976376,0.0711113,0.364702,0.330705,0.171427,0.265409,0.455312,0,0.88729,0.267068,0
0.0852804,0.0797774,0.00407207,0.303178,0.19971,0.233324,0.141462,0.319799,0.470195,0.307845,0.232013,0.377644,0.453626,0,0.884574,0.322289,0
0.092495,0.0822511,0.00450597,0.332439,0.217161,0.246857,0.0499214,0.258434,0.487739,0.30887,0.255902,0.391225,0.881956,0,0.886746,0.321285,0
0.225342,0.335189,0.000466159,0.314834,0.623283,0.739671,0.269631,0.504748,0.440135,0.688996,0.665275,0.303554,0.905565,0,0.726779,0.283133,0
0.100803,0.106679,0.00222529,0.121775,0.261221,0.119684,0.347772,0.038496,0.285994,0.720554,0.10742,0.237257,0.88027,0,0.886203,0.171687,0
0.0438055,0.0782313,0.000572427,0.0566416,0.133861,0.0779338,0.206848,0.225996,0.733294,0.413395,0.0489401,0.115574,0.902192,0,0.886203,0.204819,0
0.166386,0.103587,0.00032519,0.243719,0.280444,0.0956255,0.0325824,0.11864,0.346522,0.325639,0.126616,0.287082,0.88027,0,0.876969,0.278112,0
0.0252244,0.0717378,0.00450597,0.314708,0.205878,0.238273,0.107299,0.296993,0.477131,0.308005,0.240722,0.383062,0.453626,0,0.887833,0.318273,0
0.203772,0.323748,0.000582331,0.374511,0.698269,0.811924,0.0822263,0.454236,0.554948,0.670237,0.693331,0.359281,0.892074,0,0.777023,0.27008,0
0.27055,0.144712,0.000194119,0.176378,0.261756,0.153623,0.408179,0.255008,0.466165,0.776838,0.223448,0.395033,0.88027,0,0.844921,0.197791,0
0.19223,0.173779,2.51964e-07,0.159662,0.270662,0.13234,0.384498,0.0924818,0.405483,0.758204,0.182607,0.342478,0.88027,0,0.824009,0.21988,0
0.302521,0.241187,0.000114722,0.148973,0.274585,0.128285,0.359788,0.0586758,0.390529,0.753589,0.172427,0.329465,0.0556492,0,0.819935,0.223896,0
0.0155089,0.0680272,0.0389836,0.0586766,0.0753716,0.0471869,0.00237506,0.0345224,0.663798,0.396883,0.00340533,0.0695329,0.453626,0.011008,0.894894,0.220884,0
0.0237832,0.0837972,0.0112398,0.1836,0.271637,0.133691,0.0156826,0.107254,0.385432,0.334849,0.210832,0.24743,0.455312,0.00636982,0.88729,0.264056,0
0.0420019,0.0785405,0.00108315,0.170845,0.254531,0.144043,0.020949,0.149454,0.397418,0.337302,0.232144,0.238969,0.88027,0,0.886746,0.261044,0
0.0212743,0.0646259,0.0972609,0.129923,0.140826,0.0176267,0.186226,0.020233,0.153675,0.635014,0.0346933,0.0953195,0.249578,0.0361163,0.905758,0.178715,0
0.186762,0.0853432,0.000162984,0.0807721,0.256165,0.193534,0.189615,0.217081,0.740245,0.459426,0.0762154,0.278063,0.88027,0,0.87887,0.180723,0
0.118138,0.143166,0.000564319,0.0715824,0.347594,0.254475,0.0315802,0.0796993,0.510748,0.856671,0.376918,0.374368,0.0556492,0,0.821021,0.212851,0
0.177145,0.0828695,0.0163171,0.0807721,0.257167,0.192814,0.185926,0.220217,0.741429,0.459062,0.0759806,0.277057,0.88027,0.00463822,0.87887,0.180723,0
0.0537392,0.0800866,0.00043798,0.0535443,0.27712,0.175423,0.0996448,0.288554,0.770476,0.452056,0.0585765,0.252725,0.88027,0,0.880228,0.185743,0
0.0582429,0.0819419,0.000820505,0.0123345,0.224599,0.136738,0.0466624,0.303631,0.834886,0.436705,0.0189263,0.198548,0.902192,0,0.882672,0.196787,0
0.181193,0.228819,0.000579358,0.329608,0.642339,0.756717,0.237099,0.530352,0.464459,0.685734,0.674146,0.311019,0.905565,0,0.766703,0.263052,0
0.0428312,0.0655535,0.00109726,0.191088,0.0630488,0.0633805,0.0665185,0.167649,0.574983,0.375345,0.0762713,0.0832939,0.902192,0.0187178,0.894622,0.230924,0
0.123006,0.113173,0.00271617,0.228202,0.146853,0.190382,0.423081,0.445606,0.422771,0.304149,0.1567,0.342576,0.881956,0,0.863118,0.339357,0
0.276119,0.259431,2.37711e-05,0.153222,0.49083,0.53905,0.235214,0.368381,0.173283,0.752952,0.595069,0.055788,0.0556492,0,0.715644,0.264056,0
0.0807808,0.103896,0.00087964,0.0830004,0.225555,0.106856,0.0479973,0.0991418,0.277188,0.584553,0.17261,0.203729,0.0556492,0,0.886475,0.170683,0
0.251243,0.27551,0.000466159,0.325598,0.629701,0.742939,0.285894,0.522226,0.441591,0.690017,0.672363,0.300372,0.905565,0,0.759913,0.263052,0
0.0346517,0.089363,0.00121328,0.203178,0.303047,0.112848,0.0781101,0.0534167,0.370176,0.328637,0.171402,0.261219,0.455312,0,0.887018,0.272088,0
0.0882251,0.089363,0.00391489,0.0320219,0.103094,0.121043,0.569778,0.309864,0.355922,0.304055,0.0320727,0.297642,0.455312,0,0.884302,0.308233,0
0.243346,0.269944,0.000466159,0.325808,0.628444,0.741403,0.291235,0.52239,0.438904,0.690573,0.672471,0.299044,0.905565,0,0.759913,0.263052,0
0.572519,0.316017,2.37711e-05,0.279931,0.583796,0.692187,0.487355,0.542191,0.36202,0.704591,0.662288,0.269785,0.905565,0,0.712113,0.289157,0
0.226977,0.139147,0.00258643,0.112819,0.279909,0.122183,0.32142,0.0285601,0.307326,0.725609,0.122375,0.255588,0.0556492,0,0.866649,0.192771,0
0.0927921,0.0899814,0.00213202,0.109063,0.189696,0.100401,0.186023,0.161575,0.203838,0.688648,0.0816804,0.159704,0.0556492,0,0.893808,0.174699,0
0.0793964,0.11039,0.00115869,0.147563,0.232258,0.156346,0.107325,0.205718,0.416659,0.339312,0.215202,0.22627,0.88027,0,0.877512,0.269076,0
0.11346,0.0803958,0.00405819,0.32146,0.202695,0.237035,0.110464,0.300121,0.481274,0.305934,0.23824,0.386937,0.453626,0,0.887289,0.321285,0
0.0464536,0.0794682,0.00391489,0.0193619,0.10231,0.116378,0.537651,0.307047,0.354212,0.303719,0.0232506,0.297138,0.881956,0,0.887561,0.305221,0
0.0286328,0.0686456,0.00483741,0.0524979,0.0753716,0.0446333,0.0342041,0.0601273,0.673115,0.396379,0.0139308,0.0667279,0.453626,0.0114822,0.89761,0.214859,0
0.045227,0.0773036,0.00529413,0.368438,0.229584,0.257635,0.0276161,0.208776,0.509384,0.307146,0.274663,0.408967,0.453626,0,0.890549,0.320281,0
0.0821409,0.117192,0.00185771,0.0967723,0.216626,0.124637,0.257826,0.108876,0.23467,0.699816,0.090363,0.18893,0.0505902,0,0.87887,0.181727,0
0.348298,0.243352,0.000780825,0.151179,0.50439,0.393799,0.362183,0.34691,0.25847,0.808469,0.521886,0.138448,0.905565,0,0.819663,0.220884,0
0.242988,0.141002,0.00123668,0.159391,0.11683,0.162017,0.601614,0.354241,0.397651,0.301983,0.107999,0.325516,0.902192,0,0.825095,0.365462,0
0.103415,0.0940012,0.000191993,0.281152,0.172844,0.214252,0.255081,0.397179,0.456044,0.303449,0.197876,0.368042,0.881956,0,0.87371,0.332329,0
0.251629,0.709957,0.000140049,0.443915,0.96212,0.856813,0.158958,0.108869,0.760234,0.627919,0.739923,0.576846,0.919056,0,0.289788,0.38253,0
0.134754,0.115646,0.00228605,0.1312,0.210149,0.166331,0.182258,0.26788,0.435575,0.341894,0.19351,0.216015,0.881956,0,0.877241,0.266064,0
0.438096,0.358998,2.37711e-05,0.236205,0.555994,0.653606,0.540566,0.540317,0.300687,0.71757,0.66025,0.214287,0.902192,0,0.653449,0.303213,0
0.408195,0.365801,2.37711e-05,0.144484,0.496226,0.418625,0.325044,0.289892,0.223362,0.799064,0.540864,0.100289,0.905565,0,0.692558,0.283133,0
0.374924,0.141929,0.000173218,0.134768,0.211797,0.170267,0.342963,0.130578,0.409738,0.544805,0.177831,0.319129,0.902192,0,0.850081,0.200803,0
0.0691004,0.0912183,0.000345483,0.165965,0.26739,0.132419,0.0251801,0.0985127,0.395624,0.332284,0.215265,0.238667,0.88027,0.0283034,0.886203,0.26506,0
0.0356542,0.0933828,0.000345483,0.164729,0.267326,0.13217,0.0280418,0.0974237,0.396263,0.332042,0.215317,0.238107,0.88027,0.0283034,0.886203,0.26506,0
0.0413263,0.0769944,0.00106159,0.173009,0.278861,0.125079,0.00106216,0.0678108,0.388898,0.330345,0.201096,0.24417,0.88027,0,0.889191,0.264056,0
0.0909186,0.0881262,0.00405819,0.329834,0.201651,0.237228,0.104987,0.298238,0.486343,0.304265,0.238353,0.391422,0.881956,0,0.881858,0.326305,0
0.101479,0.076376,0.245736,0.0365792,0.262496,0.161872,0.0152078,0.348656,0.792687,0.445248,0.0541965,0.233799,0.455312,0.315832,0.883216,0.195783,0
0.188039,0.0986395,0.00228605,0.126885,0.208007,0.164834,0.194244,0.272111,0.438633,0.341542,0.190207,0.213639,0.881956,0,0.877241,0.266064,0
0.132758,0.0856524,0.000345483,0.166389,0.27105,0.129673,0.0212431,0.0865213,0.394257,0.33132,0.21071,0.239672,0.88027,0.0283034,0.886203,0.26506,0
0.0168212,0.0748299,0.00106159,0.173633,0.281152,0.123349,0.00300423,0.0607075,0.388174,0.32973,0.198269,0.244841,0.455312,0,0.890549,0.263052,0
0.0159583,0.0822511,0.00448045,0.0265184,0.0976806,0.116605,0.546217,0.2933,0.360038,0.30208,0.0250733,0.301883,0.455312,0,0.887833,0.307229,0
0.137105,0.29932,0.000959131,0.111003,0.45766,0.333302,0.248304,0.246432,0.358067,0.83541,0.450583,0.238749,0.892074,0,0.770777,0.243976,0
0.276672,0.411874,0.000107232,0.157356,0.285904,0.20476,0.378906,0.304839,0.53707,0.808816,0.319733,0.491872,0.892074,0,0.672732,0.286145,0
0.0404658,0.0810142,0.000828703,0.0111756,0.216243,0.130596,0.0508284,0.312838,0.831481,0.432843,0.0229516,0.190012,0.902192,0,0.882944,0.191767,0
0.0112854,0.0766852,0.000655212,0.194189,0.171011,0.0588092,0.00437939,0.180953,0.330816,0.309229,0.00292004,0.294327,0.455312,0.0395589,0.879685,0.295181,0
0.0252244,0.080705,0.00448045,0.0299089,0.0969257,0.117428,0.553197,0.291146,0.361429,0.30182,0.0268422,0.302874,0.455312,0,0.887833,0.307229,0
0.0691004,0.063389,0.00987766,0.0991787,0.157478,0.0315523,0.287845,0.0698699,0.173866,0.626219,0.0644775,0.111719,1,0,0.905486,0.168675,0
0.0188055,0.0776129,0.000705797,0.145479,0.0411911,0.0396954,0.0623424,0.0375539,0.623182,0.382599,0.0303699,0.0532582,0.453626,0,0.891635,0.221888,0
0.0263204,0.0899814,0.00228605,0.124926,0.209237,0.165655,0.193826,0.266996,0.438622,0.340861,0.190274,0.212882,0.881956,0,0.877241,0.266064,0
0.116292,0.0940012,0.000499043,0.142363,0.227554,0.180994,0.289868,0.154039,0.683278,0.471626,0.12276,0.32662,0.455312,0,0.875068,0.179719,0
0.0240784,0.0776129,0.000705797,0.146008,0.0407172,0.0394094,0.0606919,0.0371429,0.623435,0.382456,0.0299742,0.0528317,0.453626,0,0.891635,0.221888,0
0.0321171,0.0776129,0.00428074,0.341345,0.205942,0.240931,0.0755327,0.281909,0.493327,0.303736,0.244819,0.397092,0.453626,0,0.887833,0.323293,0
0.463967,0.135745,2.51964e-07,0.0918668,0.30602,0.127726,0.272511,0.0722818,0.337122,0.732763,0.145169,0.281149,0.88027,0,0.865019,0.193775,0
0.0356542,0.0757576,0.000828703,0.00997186,0.108902,0.0605459,0.166091,0.157051,0.718327,0.404571,0.0466522,0.0912371,0.453626,0,0.891907,0.206827,0
0.241597,0.0940012,0.00282498,0.0581335,0.114401,0.0852652,0.309343,0.28535,0.343168,0.303302,0.0390293,0.294635,0.455312,0,0.880228,0.308233,0
0,0.0742115,0.0342597,0.0700164,0.191123,0.0730383,0.322534,0.149178,0.215428,0.606869,0.128154,0.147855,0.0556492,0,0.900869,0.166667,0
0.293307,0.123067,0.00211254,0.12453,0.21719,0.162883,0.175748,0.24088,0.434104,0.338788,0.195769,0.213746,0.455312,0,0.876154,0.269076,0
0.0530828,0.0974026,0.00106517,0.149128,0.251699,0.140498,0.0712912,0.1369,0.40981,0.333084,0.228142,0.227573,0.88027,0,0.885117,0.267068,0
0.0605975,0.0813234,0.00963508,0.111222,0.18287,0.0853478,0.0841722,0.104558,0.196049,0.680129,0.0693798,0.149554,0.0505902,0.0134818,0.895709,0.172691,0
0.0321171,0.0967842,0.00174137,0.181456,0.203514,0.166904,0.119056,0.204476,0.62942,0.485001,0.157889,0.373122,0.902192,0,0.868821,0.181727,0
0.0135627,0.0732839,0.0576467,0.0319722,0.201141,0.120232,0.086061,0.301062,0.817595,0.428203,0.0163627,0.175518,0.453626,0.0163884,0.886746,0.192771,0
0.158481,0.101732,2.81028e-05,0.0583844,0.113857,0.0842524,0.30413,0.285989,0.344324,0.302897,0.0404286,0.295753,0.455312,0,0.880228,0.308233,0
0.379089,0.323129,0.00293892,0.441947,0.903381,0.865695,0.0524344,0.105857,0.822989,0.638731,0.785773,0.535173,0.902192,0,0.678164,0.292169,0
0.351053,0.160792,0.048298,0.042886,0.36291,0.264932,0.010461,0.0353933,0.496481,0.858113,0.394008,0.36579,0.0556492,0,0.837588,0.204819,0
0.0106401,0.0618429,0.00987766,0.0945341,0.15954,0.0299257,0.276161,0.064722,0.175969,0.626414,0.063955,0.11357,1,0.012719,0.905486,0.168675,0
0.0346517,0.0977118,0.000729232,0.158178,0.185706,0.156565,0.135132,0.113129,0.556335,0.503979,0.203991,0.436789,0.902192,0,0.875339,0.175703,0
0.223128,0.0862709,0.00263078,0.13843,0.242191,0.146173,0.0984145,0.164132,0.417205,0.3342,0.218145,0.222411,0.88027,0,0.883216,0.267068,0
0.030309,0.0825603,0.000745772,0.172994,0.287917,0.117375,0.00680112,0.0353427,0.388128,0.327164,0.190126,0.24541,0.88027,0,0.88729,0.27008,0
0.13836,0.296537,0.00018105,0.140036,0.493261,0.489232,0.044825,0.283772,0.153448,0.774859,0.582932,0.00388136,0.905565,0,0.714014,0.268072,0
0.221861,0.0998763,0.000697353,0.0802719,0.220723,0.123101,0.220028,0.0898521,0.239254,0.697731,0.0999363,0.191611,0.0505902,0,0.88403,0.177711,0
0,0.0674088,0.0745691,0.0266157,0.159742,0.0509696,0.137282,0.0583785,0.170319,0.663767,0.0163627,0.121036,0.492411,0,0.901684,0.164659,0
0.155068,0.0847248,0.00106517,0.147795,0.25461,0.137936,0.0742371,0.126171,0.409461,0.331955,0.229873,0.227461,0.88027,0,0.890549,0.262048,0
0.033619,0.0732839,0.102606,0.362954,0.215594,0.24872,0.0185498,0.248975,0.506357,0.303254,0.258558,0.407569,0.453626,0.094496,0.890005,0.327309,0
0.393484,0.370439,0.00076528,0.228867,0.554971,0.644769,0.465013,0.491834,0.281373,0.722862,0.665781,0.201338,0.902192,0,0.656437,0.295181,0
0.0191777,0.0701917,0.000828703,0.0717101,0.144368,0.0824138,0.119004,0.227459,0.759,0.413072,0.0201568,0.122425,0.453626,0,0.889191,0.198795,0
0.0191777,0.0655535,0.022825,0.0810903,0.0597292,0.0351586,0.00712517,0.0464259,0.666277,0.390842,0.00899544,0.0527641,0.453626,0,0.899511,0.213855,0
0.242677,0.337662,0.000161843,0.137836,0.495313,0.500565,0.0954761,0.296807,0.148845,0.771244,0.5909,0.0199093,0.0556492,0,0.678164,0.289157,0
0.263809,0.130798,0.00293716,0.0926997,0.284106,0.13036,0.270798,0.0286317,0.311928,0.723111,0.13467,0.258176,0.0556492,0,0.8805,0.180723,0
0.0510622,0.0825603,0.00247566,0.0891163,0.258074,0.133521,0.246752,0.032436,0.282072,0.71292,0.120971,0.231171,0.455312,0,0.891907,0.170683,0
0.158481,0.104205,0.00360913,0.0784881,0.22428,0.125688,0.213491,0.0805804,0.243316,0.698764,0.102514,0.195232,0.0505902,0,0.88403,0.177711,0
0.356748,0.29932,0.00169843,0.452966,0.878034,0.866217,0.0256902,0.103332,0.787566,0.643784,0.80825,0.507714,0.892074,0,0.741988,0.2751,0
0.12415,0.238714,0.00236835,0.418395,0.732271,0.834797,0.234217,0.372898,0.582362,0.670865,0.725099,0.366704,0.905565,0,0.782184,0.267068,0
0.0202532,0.0649351,0.00422559,0.0267164,0.151968,0.0242678,0.074351,0.00214604,0.162797,0.650878,0.00878443,0.109391,0.492411,0,0.900869,0.163655,0
0.104008,0.120284,0.0018094,0.13103,0.100129,0.148898,0.667971,0.303538,0.396727,0.298442,0.084232,0.326985,0.902192,0,0.86176,0.336345,0
0.217447,0.182437,0.000112858,0.165235,0.502436,0.364651,0.380083,0.356021,0.304134,0.824778,0.492354,0.191039,0.892074,0,0.783542,0.236948,0
0.0737765,0.0918367,0.00211254,0.117676,0.218404,0.160582,0.18395,0.233594,0.436515,0.33705,0.193784,0.210486,0.88027,0,0.88566,0.269076,0
0.161368,0.107297,0.00253965,0.122036,0.226392,0.155302,0.15509,0.209226,0.430861,0.33566,0.201024,0.213318,0.88027,0,0.87887,0.272088,0
0.210522,0.111936,0.00253965,0.122502,0.227102,0.154855,0.152526,0.207106,0.430315,0.335559,0.201721,0.213634,0.88027,0,0.87887,0.272088,0
0.215012,0.110699,0.00253965,0.123639,0.228759,0.153812,0.146639,0.202161,0.429045,0.335325,0.203352,0.214376,0.88027,0,0.87887,0.272088,0
0.129598,0.160792,0.000268921,0.396193,0.696335,0.800891,0.0609515,0.523811,0.526168,0.679707,0.708565,0.332752,0.905565,0,0.815318,0.242972,0
0.490825,0.314471,2.37711e-05,0.241328,0.560873,0.650514,0.489022,0.503819,0.287647,0.721997,0.671405,0.209359,0.0556492,0,0.683596,0.288153,0
0.0155089,0.383735,0.000389604,0.0981102,0.31961,0.231653,0.223419,0.11008,0.553059,0.830099,0.365256,0.444147,0.892074,0,0.710755,0.28012,0
0.112015,0.0930736,0.00040573,0.154527,0.232191,0.184455,0.275394,0.173167,0.683877,0.4704,0.130117,0.326651,0.455312,0,0.872624,0.183735,0
0.0252244,0.0708101,0.00108089,0.0321119,0.24211,0.147636,0.0332508,0.380914,0.816111,0.438094,0.049584,0.213917,0.455312,0,0.885117,0.187751,0
0.108312,0.0837972,0.00450597,0.0165545,0.0906971,0.108404,0.500443,0.271434,0.365143,0.299276,0.0113394,0.307636,0.455312,0,0.886746,0.308233,0
0.431751,0.167904,0.000568175,0.16985,0.519172,0.390157,0.411499,0.338295,0.262176,0.814658,0.526199,0.150409,0.0556492,0,0.816404,0.220884,0
0.107554,0.115337,0.00208835,0.128339,0.23855,0.146963,0.122609,0.171482,0.42336,0.333222,0.211795,0.217248,0.88027,0,0.877784,0.274096,0
0.0573954,0.0773036,0.00183173,0.191431,0.293361,0.0987038,0.00955942,0.0308595,0.377388,0.321611,0.156974,0.259123,0.455312,0,0.891907,0.273092,0
0.0675705,0.0884354,0.00413028,0.317558,0.180363,0.222944,0.169829,0.340665,0.47834,0.29992,0.212636,0.386471,0.881956,0,0.87887,0.332329,0
0.0106401,0.0664811,0.00245838,0.0723507,0.176443,0.0493566,0.335218,0.122925,0.19669,0.616671,0.0970518,0.130983,0.0556492,0,0.905486,0.170683,0
0.0480885,0.0779221,0.000557766,0.0478067,0.25835,0.158606,0.00150212,0.369129,0.797939,0.442156,0.0621386,0.22927,0.455312,0.0317048,0.881314,0.187751,0
0.0219285,0.0729746,0.000450755,0.14938,0.270148,0.126428,0.0537519,0.0754952,0.403489,0.327966,0.212169,0.231837,0.88027,0,0.890005,0.264056,0
0.0688984,0.0769944,0.00515626,0.0243322,0.0885839,0.110329,0.516947,0.265382,0.368242,0.298656,0.0152989,0.309832,0.881956,0,0.889462,0.305221,0
0.0286328,0.449289,0.000883637,0.166006,0.287013,0.195484,0.343911,0.396555,0.545354,0.795985,0.296564,0.461769,0.88027,0,0.629821,0.325301,0
0.152171,0.101422,0.00120084,0.070015,0.22749,0.125944,0.193199,0.068978,0.246941,0.698119,0.107947,0.197816,0.0505902,0,0.890277,0.176707,0
0.0404658,0.101113,0.00450597,0.25908,0.141789,0.192855,0.36291,0.425407,0.445915,0.297656,0.15935,0.362493,0.453626,0,0.879413,0.326305,0
0.708273,0.25201,0.000143725,0.461322,0.880623,0.863127,0.00680112,0.110719,0.786666,0.645302,0.812995,0.50537,0.88027,0,0.756654,0.266064,0
0.0118957,0.0791589,0.00193395,0.176547,0.302501,0.105622,0.0323566,0.00558703,0.386755,0.32255,0.173422,0.249021,0.455312,0,0.891092,0.27008,0
0.184072,0.280767,0.000469475,0.0558585,0.357213,0.260123,0.0868245,0.0641502,0.514268,0.850769,0.399436,0.383753,0.0556492,0,0.77811,0.247992,0
0.0793964,0.0878169,0.00450312,0.0828289,0.199152,0.0965446,0.119605,0.111286,0.214563,0.683951,0.0914272,0.166169,0.0505902,0,0.896524,0.175703,0
0.0541291,0.0661719,0.0012156,0.0825933,0.0583188,0.0318184,0.0327895,0.0643811,0.672548,0.389692,0.0166006,0.0487661,0.902192,0.00628736,0.900869,0.217871,0
0.0654734,0.0905999,0.000584185,0.153618,0.279748,0.11953,0.0384876,0.0449246,0.399873,0.325694,0.200828,0.235327,0.88027,0,0.886475,0.271084,0
0.224199,0.180891,0.0011933,0.0119828,0.37927,0.276407,0.0577876,0.0343961,0.477235,0.862066,0.408463,0.351335,0.0556492,0,0.828897,0.213855,0
0.131138,0.100495,0.00730142,0.071096,0.209275,0.106671,0.141079,0.129815,0.226095,0.688592,0.104898,0.177364,0.0505902,0,0.886475,0.180723,0
0.0860867,0.0887446,0.00286187,0.113547,0.226978,0.153269,0.166796,0.204536,0.434553,0.333785,0.198137,0.209299,0.88027,0,0.888104,0.268072,0
0.184483,0.314471,0.000469475,0.0592114,0.356037,0.259126,0.104788,0.0751658,0.518058,0.849268,0.400549,0.387495,0.0556492,0,0.747148,0.267068,0
0.0191777,0.0708101,0.0400301,0.0325303,0.179762,0.105177,0.0611456,0.311635,0.801612,0.420573,0.0130392,0.154509,0.453626,0.0113173,0.889462,0.193775,0
0.0793964,0.0803958,0.000293755,0.164563,0.0285281,0.0340898,0.00475011,0.0323491,0.626022,0.378005,0.0236686,0.0440507,0.453626,0,0.891907,0.228916,0
0.0749911,0.0918367,0.00208835,0.115476,0.231432,0.150157,0.155877,0.190767,0.431967,0.332831,0.202004,0.210586,0.88027,0,0.886746,0.269076,0
0.0237832,0.0847248,0.000584185,0.150652,0.278989,0.119491,0.0454623,0.0465854,0.401667,0.325298,0.201963,0.233835,0.88027,0,0.886475,0.271084,0
0.139364,0.336425,0.000404961,0.462415,0.936005,0.857086,0,0.0384561,0.80497,0.638139,0.778499,0.557044,0.902192,0,0.562194,0.317269,0
0.252445,0.405999,0.000199808,0.218125,0.550148,0.627973,0.341237,0.416802,0.249366,0.731091,0.667236,0.177487,0.902192,0,0.608093,0.317269,0
0.301509,0.368275,0.0001267,0.18329,0.519109,0.402361,0.431797,0.295843,0.242499,0.811653,0.542697,0.133577,0.905565,0,0.707496,0.295181,0
0.0952055,0.109462,0.00330814,0.334236,0.184639,0.227216,0.130995,0.315441,0.488532,0.298422,0.220075,0.394888,0.881956,0,0.882401,0.325301,0
0.191218,0.2718,0.000351177,0.48778,0.809957,0.870597,0.344388,0.126049,0.685496,0.658833,0.779848,0.431932,0.892074,0,0.733569,0.282129,0
0.188039,0.34261,8.69694e-05,0.174489,0.504148,0.462066,0.198907,0.223639,0.164078,0.788665,0.577269,0.0406594,0.905565,0,0.621945,0.305221,0
0.0188055,0.0636982,0.0304794,0.0949927,0.162333,0.0157158,0.164497,0.0480135,0.17743,0.63239,0.051898,0.116114,0.249578,0.00571016,0.905486,0.164659,0
0.0610573,0.072047,0.00201248,0.0503456,0.199415,0.0663794,0.311219,0.115871,0.224336,0.605196,0.136621,0.154972,0.455312,0,0.904128,0.170683,0
0.415309,0.308287,2.37711e-05,0.182378,0.516491,0.374312,0.440059,0.379382,0.288192,0.823879,0.508658,0.179841,0.892074,0,0.746877,0.264056,0
0.196469,0.453927,7.4985e-06,0.0847327,0.325316,0.235309,0.194308,0.103747,0.560813,0.828786,0.372716,0.445218,0.892074,0,0.685497,0.299197,0
0.0118957,0.0757576,0.00337962,0.095068,0.188483,0.0811381,0.0346791,0.0653906,0.202502,0.676046,0.0677173,0.153057,0.0505902,0.0209235,0.89924,0.169679,0
0.158481,0.296228,0.000500283,0.482852,0.801538,0.871369,0.395434,0.153306,0.672194,0.660943,0.774746,0.422144,0.892074,0,0.708039,0.291165,0
0.098535,0.103278,0.000464717,0.170262,0.231805,0.185005,0.240435,0.196753,0.672661,0.472021,0.146211,0.337277,0.902192,0,0.870994,0.186747,0
0.0228747,0.0751392,0.000828703,0.0101791,0.0981853,0.0515114,0.11578,0.110839,0.719044,0.399234,0.0354097,0.0789457,0.453626,0,0.893536,0.207831,0
0.0135627,0.072047,0.00286187,0.0905289,0.163587,0.134143,0.381516,0.384335,0.484698,0.343934,0.139553,0.179754,0.88027,0,0.892178,0.253012,0
0.313112,0.410637,2.37735e-05,0.204841,0.537325,0.601151,0.203624,0.342438,0.208804,0.740878,0.655769,0.140481,0.0539629,0,0.637425,0.305221,0
0.0356542,0.0754484,0.00444731,0.0141937,0.0840611,0.100507,0.459914,0.249503,0.371703,0.296247,0.00157249,0.3145,0.881956,0,0.893536,0.304217,0
0.206054,0.438466,2.51964e-07,0.152998,0.295074,0.200345,0.320435,0.384952,0.550703,0.795727,0.305499,0.465854,0.88027,0,0.628734,0.327309,0
0.00841204,0.0785405,0.00041985,0.130831,0.270324,0.19448,0.0933974,0.257973,0.739827,0.454798,0.107399,0.279451,0.455312,0,0.878327,0.183735,0
0.0587215,0.0735931,0.000828703,0.00378406,0.205722,0.122418,0.0157901,0.348763,0.831425,0.426373,0.0356831,0.178679,0.453626,0,0.884302,0.195783,0
0.149384,0.0776129,0.000671485,0.127955,0.0762761,0.0744959,0.238456,0.165567,0.56145,0.360918,0.0611008,0.0968394,0.902192,0,0.89245,0.241968,0
0.0212743,0.0735931,0.026985,0.170096,0.154855,0.0486798,0.00424863,0.224637,0.35072,0.302401,0.00233604,0.309993,0.455312,0,0.884574,0.294177,0
0.270999,0.299011,4.5091e-05,0.370686,0.638175,0.735527,0.420131,0.593251,0.412724,0.701119,0.700907,0.271204,0.905565,0,0.74742,0.273092,0
0.205696,0.216141,0.000445601,0.338694,0.615059,0.709557,0.510139,0.601131,0.370816,0.708433,0.695068,0.257478,0.905565,0,0.774307,0.256024,0
0.114649,0.127087,0.000221484,0.0642485,0.317596,0.140535,0.189153,0.140852,0.361566,0.735219,0.172668,0.300905,0.88027,0,0.86176,0.199799,0
0.0112854,0.0643166,0.130755,0.0396298,0.163072,0.0184252,0.00849726,0.039344,0.17613,0.644163,0.00591264,0.118723,0.492411,0.0251288,0.903042,0.168675,0
0.108626,0.0890538,0.000182513,0.0982115,0.287212,0.177887,0.043132,0.31159,0.766954,0.447852,0.0926211,0.256256,0.455312,0,0.873438,0.191767,0
